Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
45,CZBIL,47.09,192.6,200,192.6,200,200,0,0,197.46,"68,934.00",196.50,"13,611,433.60",188,3.5,7.4,1.78,3.84,1.27,240.1,183,
46,DDBL,24.6,797.4,802.9,797.2,802.9,802.9,0,0,798.38,"6,216.00",797.40,"4,962,714.60",71,5.5,5.7,0.69,0.72,0.56,"1,010.00",759.00,
47,DHEL,52.87,620,666,605,666,666,0,0,635.35,"194,735.00",608.00,"123,725,329","2,493",58,61,9.54,10.08,4.6,666,402.2,
48,DHPL,31.85,283.7,299.5,283.7,290.1,290.1,0,0,291.04,"11,788.00",289.00,"3,430,815.00",64,1.1,15.8,0.38,5.57,-0.33,427.2,265,
49,DLBS,36.25,"1,290.00","1,339.80","1,290.00","1,339.80","1,339.80",0,0.00,"1,310.73",487.00,"1,315.00","638,325.20",32,24.8,49.8,1.89,3.86,2.17,"2,250.00","1,240.00",
50,DOLTI,36.96,500,517.8,500,513.3,513.3,0,0,509.39,"7,932.00",508.00,"4,040,484.20",116,5.3,17.8,1.04,3.56,0.76,"1,017.00",470.60,
51,DORDI,41.9,253.8,255.3,250,255,255,0,0,253.98,"49,131.00",251.50,"12,478,473.80",253,3.5,5.3,1.39,2.12,0.4,696,213.1,
52,EBL,28.3,649,660,645,654,654,0,0,650.55,"28,075.00",650.00,"18,264,142.40",204,4,15,0.62,2.33,0.53,780.6,570,
53,EBLD91,22.93,"1,110.00","1,120.00","1,110.00","1,111.00","1,111.00",0,0.00,"1,113.67",75.00,"1,104.00","83,525.00",3,7,10,0.63,0.9,-0.24,"1,142.40",994.40,
54,EBLEB89,24.58,"1,083.00","1,083.00","1,083.00","1,083.00","1,083.00",0,0.00,"1,083.00",25.00,"1,097.10","27,075.00",1,-14.1,0,-1.29,0,0.00,"1,117.90",996.10,
55,EDBL,31.98,571.2,595,571,590,590,0,0,584.75,"10,357.00",573.00,"6,056,249.00",53,17,24,2.97,4.2,0.89,838.2,545,
56,EHPL,40.59,398.8,417,391,414,414,0,0,405.82,"63,398.00",391.00,"25,728,289.60",404,23,26,5.88,6.65,1.98,937,385,
57,ENL,43.8,887,918,887,905,905,0,0,905.84,"2,473.00",905.00,"2,240,139.50",37,0,31,0,3.49,-0.09,"1,452.00",866.00,
58,FMDBL,39.78,765.2,785,765.2,780,780,0,0,777.89,"28,469.00",763.40,"22,145,728.30",155,16.6,19.8,2.17,2.59,0.27,"1,038.80",712.00,
59,FOWAD,41.18,"1,077.00","1,085.00","1,071.20","1,084.00","1,084.00",0,0.00,"1,076.40","1,981.00","1,080.00","2,132,350.70",46,4,13.8,0.37,1.29,0.70,"1,350.00","1,043.80",
60,FOWADP,32.35,660.00,660.00,660.00,660.00,660,0,0.00,389.17,"6,000.00",660.00,"2,335,000.00",2,0,0,0,0,41.04,660.00,660.00,
61,GBBD85,23.46,"1,110.00","1,110.00","1,110.00","1,110.00","1,110.00",0,0,"1,110.00",25,"1,102.00","27,750.00",1,8,0,0.73,0,0,"1,135.00","1,010.00",
62,GBBL,42.54,376.70,386.00,376.70,386.00,386,0,0.00,383.07,"21,370.00",379.00,"8,186,231.50",85,7,9.3,1.85,2.47,0.76,498.00,367.40,
63,GBILD84/85,38.11,"1,195.00","1,200.00","1,195.00","1,200.00","1,200.00",0,0.00,"1,196.67","1,500.00","1,195.00","1,795,000.00",4,5,5,0.42,0.42,0.28,"1,220.00","1,104.00",
64,GBIME,33.91,226.1,230,224.9,230,230,0,0,225.96,"141,991.00",226.10,"32,084,463.80",446,3.9,5.1,1.72,2.27,1.76,278.9,210.7,
65,GBIMESY2,25.31,8.8,9,8.8,8.9,8.9,0,0,8.92,"2,200.00",8.97,"19,618.00",12,-0.07,0.2,-0.78,2.27,-0.19,10.18,8.5,
66,GBLBS,23.02,765.5,788,765.5,785,785,0,0,779.19,"5,380.00",775.00,"4,192,026.80",116,10,22.5,1.29,2.94,0.74,987,698,
67,GCIL,43.6,406,439,406,435.9,435.9,0,0,429.83,"86,876.00",410.00,"37,342,115.00",694,25.9,33,6.32,8.13,1.39,613,400,
68,GFCL,48.7,593,605,591.5,604.9,604.9,0,0,600.63,"46,675.00",588.00,"28,034,503.00",272,16.9,13.5,2.87,2.28,0.71,867,528.3,
69,GHL,35.97,210,211.7,207.4,211.4,211.4,0,0,209.60,"23,391.00",209.90,"4,902,821.00",152,1.5,4.3,0.71,2.07,0.85,318,197.1,
70,GIBF1,44.45,10.35,10.5,10.32,10.5,10.5,0,0,10.38,"103,400.00",10.40,"1,072,801.00",30,0.1,0.18,0.96,1.74,1.19,11.68,9.3,
71,GILB,29.28,"1,145.00","1,159.00","1,128.00","1,150.00","1,150.00",0,0.00,"1,145.52","1,378.00","1,144.90","1,578,533.00",29,5.1,31,0.45,2.75,0.39,"1,441.60","1,117.00",
72,GLBSL,31.25,"1,900.10","1,975.00","1,862.10","1,937.20","1,937.20",0,0.00,"1,905.02","2,232.00","1,923.00","4,251,999.50",56,14.2,112.9,0.74,6.06,1.66,"3,486.00","1,862.10",
73,GLH,38.63,251.5,251.5,245,248,248,0,0,246.83,"18,032.00",246.70,"4,450,890.80",131,1.3,6.5,0.53,2.65,0.47,306.3,227.4,
74,GMFBS,44.29,"1,483.10","1,520.00","1,480.00","1,520.00","1,520.00",0,0.00,"1,488.37",746.00,"1,510.00","1,110,325.90",28,10,40,0.66,2.7,2.08,"1,980.00","1,395.00",
75,GMFIL,35.6,445,460,445,460,460,0,0,455.39,"25,336.00",447.00,"11,537,694.60",141,13,15,2.91,3.37,1,599.5,393.1,
76,GMLI,44.50,"1,701.00","1,751.30","1,700.00","1,750.00","1,750.00",0,0.00,"1,735.21","2,541.00","1,708.00","4,409,167.00",109,42,51.3,2.46,3.02,0.85,"2,778.00",301.00,
77,GRDBL,43.82,"1,129.90","1,220.00","1,114.00","1,215.00","1,215.00",0,0.00,"1,144.81","41,185.00","1,134.00","47,148,812.60",293,81,106,7.14,9.52,5.78,"2,001.40",944.00,
78,GSY,21.67,9,9.2,8.9,9.05,9.05,0,0,9.07,"9,400.00",9.01,"85,232.00",49,0.04,0.3,0.44,3.37,-0.19,10.3,8.7,
79,GUFL,47.82,505,510,500,507,507,0,0,504.67,"18,594.00",505.00,"9,383,868.60",118,2,10,0.4,2,0.46,723,460.6,
80,GVL,40.52,499,512,495,510,510,0,0,500.77,"38,671.00",499.00,"19,365,141.40",317,11,17,2.2,3.43,1.81,662,424,
81,GWFD83,29.39,"1,210.00","1,210.00","1,194.00","1,195.00","1,195.00",0,0,"1,196.22",450,"1,201.00","538,300.00",4,-6,16,-0.5,1.34,-0.1,"1,464.80","1,090.00",
82,H8020,24.64,10.71,11.2,10.71,10.77,10.77,0,0,10.90,"5,160.00",10.78,"56,231.00",17,-0.01,0.49,-0.09,4.58,-1.18,12.21,9.67,
83,HATHY,47.59,876,909,876,909,909,0,0,895.10,"18,990.00",879.00,"16,997,990",261,30,33,3.41,3.77,1.53,"1,600.00",876,
84,HBL,42.29,186.30,192.00,186.30,190.80,190.8,0,0.00,190.03,"54,088.00",190.10,"10,278,339.60","1,915",0.7,5.7,0.37,3.06,0.40,261,184.00,
85,HDHPC,41.2,175.9,177.1,174,177.1,177.1,0,0,175.52,"69,925.00",174.60,"12,273,207.70",256,2.5,3.1,1.43,1.78,0.89,225.9,162,
86,HDL,48.01,"1,140.00","1,169.00","1,140.00","1,160.00","1,160.00",0,0.00,"1,158.20","71,070.00","1,144.00","82,313,324.40",782,16,29,1.4,2.54,0.16,"1,556.10","1,103.00",
87,HEI,23,500,507,500,506,506,0,0,502.55,"1,475.00",506.00,"741,257.90",18,0,7,0,1.4,0.68,710,458,
88,HEIP,29.59,322,322,315,315,315,0,0,321.02,"1,421.00",327.50,"456,163.00",7,-12.5,7,-3.82,2.22,-1.91,485.8,308.7,
89,HHL,42.15,321,327,319.1,327,327,0,0,323.97,"20,939.00",321.00,"6,783,591.40",155,6,7.9,1.87,2.48,0.93,635,310.7,
90,HIDCL,35.05,255.1,258.9,255.1,258,258,0,0,257.64,"73,772.00",255.40,"19,006,973.30",245,2.6,3.8,1.02,1.49,0.14,340,227,
91,HIDCLP,31.02,181,182.2,178.3,181,181,0,0,180.59,"89,620.00",179.80,"16,184,169.20",164,1.2,3.9,0.67,2.19,0.23,239,153.9,
92,HIMSTAR,47.37,884.00,992,884,979,979,0,0,953.17,"81,879.00",902.00,"78,044,316.60",956,77,108,8.54,12.22,2.64,"1,097.90",252.20,
93,HLBSL,28.32,889.9,889.9,868,887.5,887.5,0,0,876.33,"3,489.00",875.00,"3,057,499.90",33,12.5,21.9,1.43,2.52,1.26,"1,140.00",837.00,
94,HLI,36.05,367,371,367,371,371,0,0,369.01,"44,697.00",369.90,"16,493,573.80",403,1.1,4,0.3,1.09,0.54,506.8,354.8,
95,HLICF,23.84,9,9.18,9,9.1,9.1,0,0,9.06,"2,550.00",9.05,"23,093.00",18,0.05,0.18,0.55,2,0.48,10,8.74,
96,HPPL,37.49,465,469,460,468,468,0,0,465.24,"35,668.00",461.00,"16,594,263.60",180,7,9,1.52,1.96,0.59,711,395,
97,HRL,43.65,840,845,825,839.5,839.5,0,0,836.69,"116,151.00",831.10,"97,182,134","1,145",8.4,20,1.01,2.42,0.33,"1,156.00",762.10,
98,HURJA,34.57,221,223,218.3,223,223,0,0,220.82,"37,302.00",219.90,"8,236,960.00",116,3.1,4.7,1.41,2.15,0.98,283.4,204.6,
99,ICFC,33.82,639,640,628.2,629.2,629.2,0,0,631.58,"23,087.00",630.00,"14,581,255.80",91,-0.8,11.8,-0.13,1.88,-0.38,730.9,555,
100,IGI,38.90,413.50,419.00,413.00,417.30,417.3,0,0.00,414.94,"11,783.00",414.00,"4,889,229.70",84,3.3,6,0.8,1.45,0.57,664.20,392.00,
101,IHL,34.61,560.00,595.00,553.70,589.50,589.5,0,0.00,563.32,"27,507.00",565.00,"15,495,339.90",240,24.5,41.3,4.34,7.46,4.44,838,490.00,
102,ILBS,40.09,990.8,"1,029.00",990.8,"1,025.10","1,025.10",0,0,"1,014.13","11,720.00","1,011.00","11,885,653.20",117,14.1,38.2,1.39,3.86,1.07,"1,311.00",795.2,
103,ILI,33.7,436,440,435.6,438.3,438.3,0,0,438.11,"11,990.00",436.60,"5,252,949.70",365,1.7,4.4,0.39,1.01,0.04,530,405,
104,JBBL,48.43,324.00,336.10,321.00,335.00,335,0,0.00,331.07,"157,183.00",323.00,"52,038,490.90",558,12,15.1,3.72,4.7,1.17,413.00,295.00,
105,JBLB,28.35,"1,324.20","1,324.20","1,299.00","1,324.00","1,324.00",0,0,"1,319.32","14,938.00","1,298.33","19,707,963.60",329,25.67,25.2,1.98,1.94,0.35,"1,644.00","1,270.70",
106,JFL,35.76,411,411,403,408,408,0,0,406.20,"8,997.00",403.00,"3,654,626.30",77,5,8,1.24,1.99,0.44,775,395,
107,JHAPA,39.01,"1,331.90","1,396.00","1,331.90","1,384.00","1,384.00",0,0.00,"1,373.25","34,752.00","1,359.00","47,723,067.40",552,25,64.1,1.84,4.81,0.78,"1,417.00",293.40,
108,JOSHI,33.28,280,286.5,279,286.5,286.5,0,0,283.69,"48,092.00",280.80,"13,643,093.00",262,5.7,7.5,2.03,2.69,0.98,488.5,254,
109,JSLBB,38.40,"1,156.00","1,185.00","1,150.00","1,173.00","1,173.00",0,0.00,"1,176.22",923.00,"1,177.00","1,085,652.50",21,-4,35,-0.34,3.04,-0.27,"1,860.40","1,059.00",
110,KBL,24.39,182.4,182.4,178,179,179,0,0,178.84,"70,693.00",178.90,"12,642,635.30",301,0.1,4.4,0.06,2.47,0.09,233.5,175.5,
111,KBSH,46.23,"1,685.00","1,726.00","1,680.00","1,726.00","1,726.00",0,0.00,"1,719.74",689.00,"1,662.00","1,184,898.40",14,64,46,3.85,2.74,0.36,"3,000.80","1,622.00",
112,KDBY,31.87,9.51,9.75,9.51,9.7,9.7,0,0,9.73,"18,492.00",9.70,"180,009.20",43,0,0.24,0,2.52,-0.36,10.57,8.67,
113,KDL,40.14,775.00,826.60,775.00,812.00,812,0,0.00,794.88,"9,276.00",776.00,"7,373,308.60",150,36,51.6,4.64,6.66,2.11,"1,306.30",770.00,
114,KEF,27.47,9.3,9.3,9.11,9.11,9.11,0,0,9.20,"10,900.00",9.20,"100,257.00",15,-0.09,0.19,-0.98,2.09,-0.96,10.42,8.48,
115,KKHC,42.02,216.3,217,213,215.5,215.5,0,0,214.60,"81,069.00",213.80,"17,397,703.30",278,1.7,4,0.8,1.88,0.42,475.90,208.00,
116,KMCDB,28.53,963.1,"1,015.00",963.1,"1,000.00","1,000.00",0,0,995.77,"11,222.00",982.73,"11,174,497.40",144,17.27,51.9,1.76,5.39,0.42,"1,270.00",936.6,
117,KPCL,44.53,522,570,519,560,560,0,0,522.44,"73,496.00",518.20,"38,397,010.70",217,41.8,51,8.07,9.83,6.71,711,490,
118,KSBBL,46.78,431.00,445,430.20,444.00,444,0,0,441.17,"76,908.00",431.80,"33,929,325.50",203,12.2,14.8,2.83,3.44,0.64,588.00,404.10,
119,KSY,36.62,8.9,9.15,8.9,9.14,9.14,0,0,9.02,"8,803.00",8.98,"79,377.91",17,0.16,0.25,1.78,2.81,1.34,10.64,8.21,
120,LBBL,46.47,446,486,446,486,486,0,0,473.88,"266,832.00",455.00,"126,445,832.40",610,31,40,6.81,8.97,2.49,646.3,376.5,
121,LBBLD89,21.87,"1,315.00","1,315.00","1,315.00","1,315.00","1,315.00",0,0,"1,315.00",25,"1,341.30","32,875.00",1,-26.3,0,-1.96,0,0,"1,346.00","1,082.00",
122,LEC,29.91,197.8,197.8,192.2,196.1,196.1,0,0,194.21,"72,499.00",194.00,"14,080,318.60",228,2.1,5.6,1.08,2.91,0.96,263,180,
123,LICN,28.34,871,875,860.2,861,861,0,0,864.42,"24,333.00",870.30,"21,034,012.40",205,-9.3,14.8,-1.07,1.72,-0.4,"1,415.00",773,
124,LLBS,24.62,930.00,966.90,930.00,945.20,945.2,0,0.00,953.77,438.00,940.00,"417,750.40",11,5.2,36.9,0.55,3.97,-0.91,"1,367.30",865.00,
125,LSL,34.75,213.9,214,210.1,213.5,213.5,0,0,212.42,"27,729.00",213.80,"5,890,265.70",124,-0.3,3.9,-0.14,1.86,0.5,252,201,
126,LUK,37.92,9.31,9.58,9.31,9.58,9.58,0,0,9.40,800,9.50,"7,520.00",4,0.08,0.27,0.84,2.9,1.88,11.97,8.97,
127,LVF2,26.36,9.2,9.5,9.2,9.4,9.4,0,0,9.34,"2,200.00",9.38,"20,548.00",13,0.02,0.3,0.21,3.26,0.64,11.45,8.76,
