Transact No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026032405034313,SMH,80,56,20.0,642.0,12840.0
2026032405034312,HRL,42,58,150.0,899.0,134850.0
2026032405034311,SGHC,58,33,10.0,444.0,4440.0
2026032405034310,KDBY,4,49,100.0,10.51,1051.0
2026032405034309,SMJC,8,42,80.0,508.1,40648.0
2026032405034308,SMJC,22,42,20.0,508.2,10164.0
2026032405034307,SMJC,57,42,100.0,508.3,50830.0
2026032405034306,BGWT,58,68,9.0,779.0,7011.0
2026032405034305,RNLI,38,46,200.0,500.1,100020.0
2026032405034304,NRN,47,39,50.0,1623.0,81150.0
2026032405034303,HDL,57,44,34.0,1253.0,42602.0
2026032405034302,SMHL,45,81,180.0,546.0,98280.0
2026032405034301,HATHY,34,59,100.0,960.3,96030.0
2026032405034300,CHDC,22,54,67.0,2598.9,174126.30000000002
2026032405034299,CHDC,22,45,49.0,2598.8,127341.20000000001
2026032405034298,CHDC,22,36,34.0,2598.5,88349.0
2026032405034297,RFPL,45,34,10.0,435.0,4350.0
2026032405034296,RFPL,45,11,10.0,435.0,4350.0
2026032405034295,CLI,29,45,10.0,497.9,4979.0
2026032405034294,MBJC,45,57,90.0,325.2,29268.0
2026032405034293,SHIVM,49,6,70.0,709.0,49630.0
2026032405034292,HDL,57,16,100.0,1253.0,125300.0
2026032405034291,DOLTI,46,36,100.0,515.0,51500.0
2026032405034290,PHCL,11,13,480.0,353.1,169488.0
2026032405034289,PHCL,32,13,20.0,353.1,7062.0
2026032405034288,SONA,34,16,20.0,497.9,9958.0
2026032405034287,SONA,34,58,140.0,496.0,69440.0
2026032405034286,SONA,34,57,10.0,496.0,4960.0
2026032405034285,SONA,34,20,10.0,496.0,4960.0
2026032405034284,SONA,34,1,50.0,496.0,24800.0
2026032405034283,SONA,34,43,50.0,495.0,24750.0
2026032405034282,SONA,34,42,215.0,495.0,106425.0
2026032405034281,MKHC,43,34,100.0,356.0,35600.0
2026032405034280,MKHC,38,34,500.0,356.0,178000.0
2026032405034279,MKHC,38,34,200.0,356.0,71200.0
2026032405034278,MKHC,35,34,587.0,356.0,208972.0
2026032405034277,MKHC,41,34,100.0,356.0,35600.0
2026032405034276,MKHC,41,34,100.0,356.3,35630.0
2026032405034275,MKHC,34,34,50.0,356.5,17825.0
2026032405034274,MKHC,58,34,270.0,356.7,96309.0
2026032405034273,MKHC,57,34,200.0,356.8,71360.0
2026032405034272,MKHC,48,34,90.0,356.8,32112.0
2026032405034271,MKHC,55,34,30.0,356.9,10707.0
2026032405034270,MKHC,43,34,100.0,356.9,35690.0
2026032405034269,MKHC,8,34,81.0,356.9,28908.899999999998
2026032405034268,BBC,58,58,10.0,5303.0,53030.0
2026032405034267,NIFRA,50,41,10.0,293.5,2935.0
2026032405034266,MEHL,60,60,234.0,493.0,115362.0
2026032405034265,MEHL,60,6,10.0,493.0,4930.0
2026032405034264,MEHL,60,58,356.0,493.0,175508.0
2026032405034263,NIFRA,26,45,10.0,293.8,2938.0
2026032405034262,TAMOR,42,45,34.0,459.0,15606.0
2026032405034261,SMHL,14,81,100.0,546.0,54600.0
2026032405034260,RFPL,10,11,10.0,435.0,4350.0
2026032405034259,HRL,6,45,100.0,899.9,89990.0
2026032405034258,BHL,48,22,200.0,254.9,50980.0
2026032405034257,RHGCL,16,55,651.0,330.0,214830.0
2026032405034256,RHGCL,17,55,200.0,330.0,66000.0
2026032405034255,RHGCL,25,55,50.0,330.0,16500.0
2026032405034254,RHGCL,34,55,99.0,330.0,32670.0
2026032405034253,NIFRA,28,45,1000.0,293.8,293800.0
2026032405034252,NTC,45,44,10.0,910.0,9100.0
2026032405034251,SAHAS,48,51,19.0,632.9,12025.1
2026032404041642,AKJCL,92,38,10.0,411.0,4110.0
2026032404041641,SPDL,58,33,3730.0,463.0,1726990.0
2026032404041640,SPDL,58,33,500.0,463.0,231500.0
2026032404041639,SPDL,19,33,400.0,463.1,185240.0
2026032404041638,SPDL,19,33,520.0,463.1,240812.0
2026032404041637,SPDL,42,33,100.0,463.4,46340.0
2026032404041636,SPDL,53,33,50.0,464.0,23200.0
2026032404041635,SPDL,32,33,1000.0,464.0,464000.0
2026032404041634,SPDL,64,33,500.0,464.1,232050.0
2026032404041633,SSHL,99,43,2345.0,239.0,560455.0
2026032404041632,SSHL,48,43,155.0,239.0,37045.0
2026032404041631,HDHPC,49,36,200.0,257.0,51400.0
2026032404041630,DHPL,14,14,73.0,340.0,24820.0
2026032404041629,DHPL,14,11,30.0,340.0,10200.0
2026032404041628,DHPL,14,55,97.0,340.0,32980.0
2026032404041627,NHPC,49,35,100.0,303.5,30350.0
2026032404041626,SSHL,48,48,316.0,239.0,75524.0
2026032404041625,SSHL,57,48,50.0,239.1,11955.0
2026032404041624,SSHL,34,48,100.0,239.1,23910.0
2026032404041623,SSHL,58,48,20.0,239.2,4784.0
2026032404041622,SSHL,57,48,50.0,239.2,11960.0
2026032404041621,SSHL,32,48,10.0,239.7,2397.0
2026032404041620,SSHL,25,48,98.0,239.8,23500.4
2026032404041619,SSHL,32,48,11.0,239.8,2637.8
2026032404041618,DHPL,75,21,80.0,340.0,27200.0
2026032404041617,HURJA,40,58,10.0,296.0,2960.0
2026032404041616,API,36,14,10.0,362.3,3623.0
2026032404041615,API,36,34,133.0,362.2,48172.6
2026032404041614,API,36,3,300.0,362.1,108630.0
2026032404041613,API,1,40,819.0,362.0,296478.0
2026032404041612,API,58,40,79.0,362.0,28598.0
2026032404041611,NHPC,49,35,11.0,303.5,3338.5
2026032404041610,NHPC,49,35,15.0,303.5,4552.5
2026032404041609,NHPC,5,35,74.0,303.5,22459.0
2026032404041608,RIDI,60,62,500.0,351.2,175600.0
2026032404041607,BARUN,34,38,100.0,389.0,38900.0
2026032404041606,LEC,34,57,305.0,268.0,81740.0
2026032404041605,LEC,34,38,495.0,268.0,132660.0
2026032404041604,CGH,22,34,25.0,886.0,22150.0
2026032404041603,NGPL,91,57,547.0,491.0,268577.0
2026032404041602,LEC,58,38,455.0,268.0,121940.0
2026032404041601,LEC,58,43,45.0,268.0,12060.0
2026032404041600,SPDL,64,58,500.0,464.1,232050.0
2026032404041599,AKPL,13,34,50.0,307.3,15365.0
2026032404041598,LEC,49,43,20.0,268.0,5360.0
2026032404041597,NHPC,5,49,276.0,303.5,83766.0
2026032404041596,NHPC,92,49,229.0,303.5,69501.5
2026032404041595,NHPC,49,49,495.0,303.7,150331.5
2026032404041594,GHL,17,60,50.0,273.5,13675.0
2026032404041593,IGI,86,36,71.0,489.1,34726.1
2026032404041592,NGPL,91,94,500.0,490.2,245100.0
2026032404041591,NGPL,91,67,2105.0,490.0,1031450.0
2026032404041590,KPCL,42,38,18.0,540.0,9720.0
2026032404041589,SSHL,42,19,10.0,239.9,2399.0
2026032404041588,AKPL,13,35,1004.0,307.3,308529.2
2026032404041587,AKPL,38,35,484.0,307.3,148733.2
2026032404041586,AKPL,59,35,1000.0,307.4,307400.0
2026032404041585,AKPL,81,35,90.0,307.5,27675.0
2026032404041584,AKPL,50,35,340.0,307.5,104550.0
2026032404041583,AKPL,62,35,331.0,307.5,101782.5
2026032404041582,AKPL,38,35,227.0,308.0,69916.0
2026032404041581,HEI,33,58,90.0,560.0,50400.0
2026032404041580,HEI,58,58,10.0,561.0,5610.0
2026032404041579,UPPER,42,42,639.0,236.5,151123.5
2026032404041578,UPPER,51,42,31.0,236.7,7337.7
2026032404041577,UPPER,38,42,300.0,236.8,71040.0
2026032404041576,UPPER,42,42,30.0,236.9,7107.0
2026032404041575,GLH,58,5,500.0,309.0,154500.0
2026032404041574,UMHL,11,13,20.0,633.8,12676.0
2026032404041573,NGPL,36,67,15.0,490.0,7350.0
2026032404041572,API,58,63,21.0,362.0,7602.0
2026032404041571,API,58,63,377.0,362.0,136474.0
2026032404041570,API,45,63,10.0,362.0,3620.0
2026032404041569,API,45,63,117.0,362.0,42354.0
2026032404041568,SGIC,56,45,400.0,530.0,212000.0
2026032404041567,RIDI,60,65,300.0,351.2,105360.0
2026032404041566,SHEL,29,74,1000.0,354.9,354900.0
2026032404041565,SHPC,58,53,100.0,575.0,57500.0
2026032404041564,KPCL,26,38,80.0,540.0,43200.0
2026032404041563,BARUN,34,13,104.0,389.0,40456.0
2026032404041562,AKPL,38,38,1773.0,308.0,546084.0
2026032404041561,PMHPL,47,43,10.0,390.0,3900.0
2026032404041560,PMHPL,47,25,59.0,389.0,22951.0
2026032404041559,PPCL,45,44,10.0,444.4,4444.0
2026032404041558,PPCL,45,49,100.0,444.0,44400.0
2026032404041557,PPCL,45,3,390.0,443.0,172770.0
2026032404041556,SICL,52,44,101.0,677.0,68377.0
2026032404041555,NICL,41,58,15.0,547.0,8205.0
2026032404041554,AKPL,36,38,227.0,308.0,69916.0
2026032404041553,AKPL,36,62,20.0,308.0,6160.0
2026032404041552,NIL,50,62,24.0,675.0,16200.0
2026032404041551,KPCL,6,38,242.0,540.0,130680.0
2026032404041550,KPCL,6,58,358.0,535.0,191530.0
2026032404041549,API,52,34,67.0,362.4,24280.8
2026032404041548,UPPER,52,58,359.0,237.0,85083.0
2026032404041547,UPPER,52,52,140.0,237.0,33180.0
2026032404041546,UPPER,52,38,501.0,237.0,118737.0
2026032404041545,API,52,1,50.0,362.4,18120.0
2026032404041544,AHPC,36,38,770.0,316.9,244012.99999999997
2026032404041543,SHPC,16,38,18.0,574.0,10332.0
2026032404041542,API,52,34,383.0,362.4,138799.19999999998
2026032404041541,HDHPC,41,36,100.0,257.0,25700.0
2026032404041540,JBLB,59,25,50.0,1398.9,69945.0
2026032404041539,RIDI,17,43,500.0,351.9,175950.0
2026032404041538,RIDI,17,1,500.0,351.8,175900.0
2026032404041537,UPPER,38,59,150.0,236.8,35520.0
2026032404041536,SHPC,16,50,100.0,574.0,57400.0
2026032404041535,JBLB,45,28,50.0,1396.3,69815.0
2026032404041534,SHEL,34,74,195.0,354.9,69205.5
2026032404041533,AKJCL,71,56,500.0,411.5,205750.0
2026032404041532,NHPC,92,38,211.0,303.5,64038.5
2026032404041531,NHPC,42,38,230.0,303.6,69828.0
2026032404041530,ANLB,39,45,10.0,6587.0,65870.0
2026032404041529,ANLB,39,57,10.0,6560.0,65600.0
2026032404041528,LEC,53,70,169.0,267.0,45123.0
2026032404041527,LEC,17,70,140.0,267.0,37380.0
2026032404041526,LEC,17,70,200.0,267.0,53400.0
2026032404041525,LEC,100,70,46.0,267.0,12282.0
2026032404041524,LEC,57,70,100.0,267.1,26710.000000000004
2026032404041523,LEC,58,70,35.0,267.5,9362.5
2026032404041522,LEC,28,70,200.0,267.5,53500.0
2026032404041521,LEC,33,70,100.0,267.5,26750.0
2026032404041520,LEC,50,70,10.0,267.5,2675.0
2026032404041519,SHEL,57,74,380.0,354.9,134862.0
2026032404041518,SHEL,57,58,120.0,354.5,42540.0
2026032404041517,UPCL,57,6,10.0,414.0,4140.0
2026032404041516,UPPER,38,16,50.0,236.8,11840.0
2026032404041515,CHL,45,58,100.0,324.1,32410.000000000004
2026032404041514,GLH,58,55,2850.0,309.0,880650.0
2026032404041513,GLH,43,55,150.0,309.0,46350.0
2026032404041512,RHPL,89,34,200.0,320.0,64000.0
2026032404041511,NGPL,50,67,1000.0,490.0,490000.0
2026032404041510,NGPL,58,67,100.0,490.0,49000.0
2026032404041509,NGPL,8,67,700.0,490.0,343000.0
2026032404041508,NGPL,38,67,230.0,490.0,112700.0
2026032404041507,NGPL,49,67,50.0,490.0,24500.0
2026032404041506,NGPL,57,67,300.0,490.0,147000.0
2026032404041505,NGPL,45,67,500.0,490.0,245000.0
2026032404041504,SPIL,45,58,20.0,742.3,14846.0
2026032404041503,RHPL,58,34,80.0,320.0,25600.0
2026032404041502,NGPL,44,17,3045.0,494.0,1504230.0
2026032404041501,NGPL,44,6,1809.0,493.8,893284.2000000001
2026032404041500,NGPL,44,43,10.0,493.8,4938.0
2026032404041499,NGPL,44,57,510.0,493.6,251736.0
2026032404041498,NGPL,44,45,548.0,493.2,270273.6
2026032404041497,NGPL,44,91,533.0,493.1,262822.3
2026032404041496,NGPL,44,62,30.0,493.0,14790.0
2026032404041495,NGPL,44,52,1000.0,493.0,493000.0
2026032404041494,NGPL,44,58,12.0,493.0,5916.0
2026032404041493,NGPL,44,62,33.0,492.1,16239.300000000001
2026032404041492,NGPL,44,32,200.0,492.0,98400.0
2026032404041491,NGPL,44,34,100.0,492.0,49200.0
2026032404041490,NGPL,44,49,19.0,492.0,9348.0
2026032404041489,NGPL,44,49,31.0,492.0,15252.0
2026032404041488,NGPL,44,48,200.0,492.0,98400.0
2026032404041487,NGPL,44,38,3000.0,492.0,1476000.0
2026032404041486,NGPL,44,57,50.0,492.0,24600.0
2026032404041485,NGPL,44,33,980.0,492.0,482160.0
2026032404041484,NGPL,44,45,370.0,491.9,182003.0
2026032404041483,NGPL,44,32,2000.0,491.0,982000.0
2026032404041482,NGPL,44,1,20.0,491.0,9820.0
2026032404041481,NGPL,44,82,500.0,491.0,245500.0
2026032404041480,SSHL,14,19,50.0,239.9,11995.0
2026032404041479,UPCL,57,20,100.0,414.0,41400.0
2026032404041478,BPCL,22,40,25.0,748.0,18700.0
2026032404041477,AKJCL,92,26,1000.0,411.0,411000.0
2026032404041476,NIL,50,38,67.0,675.0,45225.0
2026032404041475,NIL,50,62,100.0,675.0,67500.0
2026032404041474,NIL,50,56,11.0,675.0,7425.0
2026032404041473,NIL,50,58,50.0,675.0,33750.0
2026032404041472,NIL,50,43,345.0,674.9,232840.5
2026032404041471,NIL,50,57,503.0,674.0,339022.0
2026032404041470,AKJCL,92,58,445.0,411.0,182895.0
2026032404041469,HURJA,40,43,259.0,296.0,76664.0
2026032404041468,SWASTIK,33,57,10.0,2875.0,28750.0
2026032404041467,SWASTIK,57,57,10.0,2876.0,28760.0
2026032404041466,JOSHI,57,59,10.0,319.0,3190.0
2026032404041465,NGPL,48,17,100.0,490.0,49000.0
2026032404041464,NGPL,34,17,300.0,490.0,147000.0
2026032404041463,NGPL,33,17,600.0,490.0,294000.0
2026032404041462,SGIC,51,49,200.0,531.0,106200.0
2026032404041461,LEC,44,43,35.0,268.0,9380.0
2026032404041460,LEC,44,58,100.0,268.0,26800.0
2026032404041459,LEC,44,56,30.0,268.0,8040.0
2026032404041458,API,45,42,10.0,362.0,3620.0
2026032404041457,BARUN,34,22,32.0,389.0,12448.0
2026032403016375,USLB,22,89,10.0,1543.0,15430.0
2026032403016374,MNBBL,41,26,10.0,404.5,4045.0
2026032403016373,PFL,38,51,40.0,434.0,17360.0
2026032403016372,GMFIL,51,41,194.0,536.2,104022.8
2026032403016371,GMFIL,33,41,56.0,537.0,30072.0
2026032403016370,NFS,58,38,10.0,670.0,6700.0
2026032403016369,SHINE,1,38,432.0,444.1,191851.2
2026032403016368,GILB,34,42,10.0,1244.5,12445.0
2026032403016367,GFCL,60,13,10.0,700.0,7000.0
2026032403016366,SKBBL,58,65,172.0,809.9,139302.8
2026032403016365,GBBL,47,14,200.0,433.0,86600.0
2026032403016364,MERO,32,36,50.0,814.0,40700.0
2026032403016363,MERO,55,36,200.0,815.0,163000.0
2026032403016362,MERO,25,36,245.0,815.0,199675.0
2026032403016361,MERO,51,36,200.0,815.0,163000.0
2026032403016360,MERO,42,36,100.0,815.0,81500.0
2026032403016359,MERO,11,36,23.0,815.0,18745.0
2026032403016358,MERO,4,36,70.0,815.2,57064.0
2026032403016357,MERO,17,36,500.0,815.3,407650.0
2026032403016356,MERO,55,36,300.0,816.0,244800.0
2026032403016355,MERO,58,36,100.0,816.0,81600.0
2026032403016354,MERO,28,36,10.0,816.2,8162.0
2026032403016353,MERO,45,36,15.0,816.2,12243.0
2026032403016352,MERO,22,36,110.0,816.3,89793.0
2026032403016351,MFIL,32,35,10.0,863.0,8630.0
2026032403016350,USLB,42,56,10.0,1543.0,15430.0
2026032403016349,GBLBS,43,38,99.0,816.0,80784.0
2026032403016348,JBBL,34,10,400.0,389.0,155600.0
2026032403016347,MSLB,42,57,10.0,1450.0,14500.0
2026032403016346,SADBL,29,6,70.0,455.8,31906.0
2026032403016345,NABBC,58,45,10.0,1490.0,14900.0
2026032403016344,MLBL,42,57,30.0,408.3,12249.0
2026032403016343,SJLIC,14,85,100.0,468.0,46800.0
2026032403016342,SJLIC,57,85,24.0,468.9,11253.599999999999
2026032403016341,MFIL,26,11,382.0,879.0,335778.0
2026032403016340,MFIL,26,44,500.0,879.0,439500.0
2026032403016339,MFIL,26,74,200.0,879.0,175800.0
2026032403016338,MFIL,26,4,500.0,879.0,439500.0
2026032403016337,MFIL,26,48,100.0,879.0,87900.0
2026032403016336,MFIL,26,68,100.0,879.0,87900.0
2026032403016335,MFIL,26,68,400.0,879.0,351600.0
2026032403016334,MFIL,26,45,200.0,879.0,175800.0
2026032403016333,MFIL,26,75,1000.0,878.3,878300.0
2026032403016332,MFIL,26,98,500.0,878.3,439150.0
2026032403016331,MFIL,26,98,200.0,878.3,175660.0
2026032403016330,MFIL,26,40,500.0,878.3,439150.0
2026032403016329,MFIL,26,45,170.0,878.3,149311.0
2026032403016328,MFIL,26,42,160.0,878.2,140512.0
2026032403016327,MFIL,26,55,1000.0,878.2,878200.0
2026032403016326,MFIL,26,4,200.0,878.2,175640.0
2026032403016325,MFIL,26,49,300.0,878.2,263460.0
2026032403016324,MFIL,26,33,1500.0,878.0,1317000.0
2026032403016323,MFIL,26,63,90.0,878.0,79020.0
2026032403016322,MFIL,26,6,1348.0,878.0,1183544.0
2026032403016321,MFIL,26,61,150.0,877.7,131655.0
2026032403016320,MFIL,26,7,500.0,874.0,437000.0
2026032403016319,MLBL,62,57,220.0,408.3,89826.0
2026032403016318,HLI,48,78,40.0,401.9,16076.0
2026032403016317,JFL,55,7,660.0,462.7,305382.0
2026032403016316,JFL,45,7,240.0,462.8,111072.0
2026032403016315,JFL,38,7,100.0,463.0,46300.0
2026032403016314,MERO,16,51,100.0,820.0,82000.0
2026032403016313,RLFL,53,41,10.0,507.9,5079.0
2026032403016312,NICLBSL,49,22,4.0,660.0,2640.0
2026032403016311,HLI,7,13,1.0,401.0,401.0
2026032403016310,GMFIL,33,45,144.0,537.0,77328.0
2026032403016309,MNBBL,19,26,100.0,404.5,40450.0
2026032403016308,MNBBL,42,26,78.0,404.5,31551.0
2026032403016307,RSDC,48,57,200.0,737.0,147400.0
2026032401032082,OMPL,44,58,10.0,1343.0,13430.0
2026032401032081,HIDCLP,48,62,200.0,227.8,45560.0
2026032401032080,CZBIL,58,85,21.0,232.0,4872.0
2026032401032079,CZBIL,22,85,3979.0,232.0,923128.0
2026032401032078,CZBIL,36,85,1000.0,232.1,232100.0
2026032401032077,NMIC,77,35,10.0,1352.2,13522.0
2026032401032076,NBL,58,45,10.0,282.8,2828.0
2026032401032075,HLICF,52,55,99500.0,9.72,967140.0000000001
2026032401032074,HLICF,34,55,500.0,9.73,4865.0
2026032401032073,BHCL,45,32,100.0,602.0,60200.0
2026032401032072,SANIMA,4,55,2000.0,373.0,746000.0
2026032401032071,SBI,58,19,5.0,426.5,2132.5
2026032401032070,SYPNL,35,17,10.0,1874.0,18740.0
2026032401032069,NICAD85/86,21,14,25.0,1128.0,28200.0
2026032401032068,ADBL,49,1,300.0,333.5,100050.0
2026032401032067,BHCL,45,57,200.0,602.0,120400.0
2026032401032066,BHCL,60,57,100.0,602.0,60200.0
2026032401032065,BHCL,32,57,90.0,602.0,54180.0
2026032401032064,CITY,53,42,20.0,509.0,10180.0
2026032401032063,KDL,46,58,10.0,909.0,9090.0
2026032401032062,HIDCLP,48,13,300.0,227.8,68340.0
2026032401032061,SRLI,50,58,242.0,425.0,102850.0
2026032401032060,SRLI,1,58,200.0,425.1,85020.0
2026032401032059,NICA,81,42,46.0,394.0,18124.0
2026032401032058,NICA,39,42,54.0,394.1,21281.4
2026032401032057,NMIC,55,34,80.0,1350.0,108000.0
2026032401032056,NMIC,58,34,50.0,1350.1,67505.0
2026032401032055,NMIC,6,34,110.0,1350.1,148511.0
2026032401032054,NMIC,43,34,100.0,1352.0,135200.0
2026032401032053,NMIC,14,34,10.0,1352.0,13520.0
2026032401032052,NMIC,41,34,100.0,1352.2,135220.0
2026032401032051,SAGAR,84,34,20.0,1987.0,39740.0
2026032401032050,BANDIPUR,58,33,135.0,947.1,127858.5
2026032401032049,HBL,49,20,75.0,232.0,17400.0
2026032401032048,BANDIPUR,33,45,60.0,948.0,56880.0
2026032401032047,BANDIPUR,33,34,40.0,948.0,37920.0
2026032401032046,KBL,33,19,10.0,247.0,2470.0
2026032401032045,SAIL,42,26,190.0,1312.5,249375.0
2026032401032044,SAIL,42,42,10.0,1312.0,13120.0
2026032401032043,DHEL,58,26,60.0,702.5,42150.0
2026032401032042,SABBL,58,13,10.0,1848.1,18481.0
2026032401032041,KBL,55,19,500.0,247.0,123500.0
2026032401032040,GBIME,48,43,230.0,260.0,59800.0
2026032401032039,GBIME,48,6,500.0,260.0,130000.0
2026032401032038,GBIME,48,6,270.0,260.0,70200.0
2026032401032037,SYPNL,28,91,50.0,1874.8,93740.0
2026032401032036,SAIL,56,58,75.0,1307.0,98025.0
2026032401032035,SAIL,3,58,25.0,1307.1,32677.499999999996
2026032401032034,SAIL,52,58,100.0,1309.0,130900.0
2026032401032033,KBL,34,19,500.0,247.0,123500.0
2026032401032032,HIDCLP,48,43,500.0,227.8,113900.0
2026032401032031,HIDCLP,14,43,500.0,227.9,113950.0
2026032401032030,SYPNL,35,14,10.0,1874.0,18740.0
2026032401032029,KBL,58,19,90.0,247.0,22230.0
2026032401032028,BANDIPUR,51,34,10.0,948.0,9480.0
2026032401032027,NIMB,46,51,25.0,228.0,5700.0
2026032401032026,NIMB,46,45,285.0,228.0,64980.0
2026032401032025,NIMB,46,26,996.0,228.0,227088.0
2026032401032024,NIMB,46,11,190.0,228.0,43320.0
2026032401032023,NIMB,46,19,1859.0,227.8,423480.2
2026032401032022,SYPNL,48,69,10.0,1874.0,18740.0
2026032401032021,SANIMA,4,32,10.0,373.0,3730.0
2026032401032020,PRVU,66,17,40.0,229.1,9164.0
2026032401032019,NIMB,58,19,43.0,227.8,9795.4
2026032401032018,HIMSTAR,49,8,64.0,945.4,60505.6
2026032401032017,NABIL,45,58,24.0,544.9,13077.599999999999
2026032401032016,SARBTM,42,70,91.0,920.0,83720.0
2026032401032015,SARBTM,35,70,59.0,920.0,54280.0
2026032401032014,NABIL,28,58,200.0,544.9,108980.0
2026032401032013,KBL,38,19,179.0,247.0,44213.0
2026032401032012,GBIME,61,6,1667.0,260.0,433420.0
2026032401032011,GBIME,61,6,108.0,260.0,28080.0
2026032401032010,GBIME,61,6,278.0,260.0,72280.0
2026032401032009,GBIME,61,62,20.0,260.0,5200.0
2026032401032008,GBIME,61,58,10.0,260.0,2600.0
2026032401032007,GBIME,61,89,47.0,260.0,12220.0
2026032401032006,GBIME,61,21,100.0,259.9,25989.999999999996
2026032401032005,GBIME,61,74,1000.0,259.9,259899.99999999997
2026032401032004,GBIME,61,7,20.0,259.9,5198.0
2026032401032003,GBIME,61,38,746.0,259.9,193885.4
2026032401032002,GBIME,61,45,500.0,259.9,129949.99999999999
