Transact No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2.03E+15,RNLI,6,51,250,494,"123,500.00"
2.03E+15,RNLI,6,25,11,494,"5,434.00"
2.03E+15,RNLI,6,41,10,493,"4,930.00"
2.03E+15,RNLI,6,21,250,493,"123,250.00"
2.03E+15,RNLI,6,67,12,492.9,"5,914.80"
2.03E+15,RNLI,6,17,40,491,"19,640.00"
2.03E+15,RNLI,6,26,21,490.9,"10,308.90"
2.03E+15,PHCL,62,6,50,316,"15,800.00"
2.03E+15,PHCL,62,54,50,315,"15,750.00"
2.03E+15,HATHY,56,38,20,946,"18,920.00"
2.03E+15,SHIVM,42,45,100,655.1,"65,510.00"
2.03E+15,TAMOR,59,39,500,432,"216,000.00"
2.03E+15,IHL,48,42,10,540,"5,400.00"
2.03E+15,TPC,42,70,530,417,"221,010.00"
2.03E+15,TPC,42,6,1000,416.8,"416,800.00"
2.03E+15,TPC,42,35,10,416.7,"4,167.00"
2.03E+15,TPC,42,49,90,416,"37,440.00"
2.03E+15,TPC,42,33,1000,416,"416,000.00"
2.03E+15,TPC,42,60,40,416,"16,640.00"
2.03E+15,TPC,42,52,1740,415.8,"723,492.00"
2.03E+15,TPC,42,59,40,415.7,"16,628.00"
2.03E+15,TPC,42,48,500,415.5,"207,750.00"
2.03E+15,TPC,42,43,50,414,"20,700.00"
2.03E+15,SANVI,77,36,10,856,"8,560.00"
2.03E+15,SGHC,7,49,10,414,"4,140.00"
2.03E+15,SHIVM,14,39,5000,655,"3,275,000.00"
2.03E+15,SONA,81,41,10,446.9,"4,469.00"
2.03E+15,SONA,81,7,10,446.8,"4,468.00"
2.03E+15,RHGCL,57,43,100,294.3,"29,430.00"
2.03E+15,BHL,77,28,275,223,"61,325.00"
2.03E+15,BHL,77,48,300,222.9,"66,870.00"
2.03E+15,BHL,77,37,150,222.9,"33,435.00"
2.03E+15,BHL,77,47,275,222.9,"61,297.50"
2.03E+15,SONA,58,48,500,446.2,"223,100.00"
2.03E+15,MKHC,34,25,10,337.7,"3,377.00"
2.03E+15,ENL,55,34,10,965,"9,650.00"
2.03E+15,SONA,58,38,80,446.2,"35,696.00"
2.03E+15,SONA,28,38,20,446.5,"8,930.00"
2.03E+15,VLUCL,48,58,10,575.1,"5,751.00"
2.03E+15,MMKJL,8,7,30,580,"17,400.00"
2.03E+15,DORDI,19,41,220,294,"64,680.00"
2.03E+15,DORDI,19,34,200,293.9,"58,780.00"
2.03E+15,DORDI,19,49,200,293.9,"58,780.00"
2.03E+15,DORDI,19,34,166,293.9,"48,787.40"
2.03E+15,DORDI,19,55,600,293.4,"176,040.00"
2.03E+15,HRL,6,55,50,888,"44,400.00"
2.03E+15,HRL,6,72,100,887.9,"88,790.00"
2.03E+15,BBC,77,32,10,4791.9,"47,919.00"
2.03E+15,GVL,75,26,69,510.2,"35,203.80"
2.03E+15,GVL,4,26,61,510.3,"31,128.30"
2.03E+15,SIKLES,58,4,30,652,"19,560.00"
2.03E+15,MEHL,33,58,300,462,"138,600.00"
2.03E+15,PHCL,58,52,60,315,"18,900.00"
2.03E+15,PHCL,58,19,10,315,"3,150.00"
2.03E+15,PHCL,58,52,40,315,"12,600.00"
2.03E+15,TPC,47,42,1000,417,"417,000.00"
2.03E+15,NIBSF2,52,58,100,9.5,950
2.03E+15,HHL,57,81,1000,356,"356,000.00"
2.03E+15,SGHC,58,58,10,413.2,"4,132.00"
2.03E+15,NSIF2,57,42,5300,10.85,"57,505.00"
2.03E+15,CMF2,20,46,100,10.45,"1,045.00"
2.03E+15,CMF2,20,62,100,10.3,"1,030.00"
2.03E+15,CMF2,20,58,100,10.3,"1,030.00"
2.03E+15,CMF2,20,58,200,10.3,"2,060.00"
2.03E+15,NIFRA,32,22,15,280,"4,200.00"
2.03E+15,HRL,35,72,26,888,"23,088.00"
2.03E+15,GCIL,21,49,12,436.1,"5,233.20"
2.03E+15,NIFRA,57,42,40,280.1,"11,204.00"
2.03E+15,HDL,42,78,160,1196.9,"191,504.00"
2.03E+15,CLI,11,34,13,485,"6,305.00"
2.03E+15,BHL,17,42,400,221.2,"88,480.00"
2.03E+15,RNLI,45,42,39,489,"19,071.00"
2.03E+15,RNLI,21,42,219,489,"107,091.00"
2.03E+15,GCIL,66,52,100,436,"43,600.00"
2.03E+15,MCHL,58,26,84,430,"36,120.00"
2.03E+15,MCHL,13,26,100,430,"43,000.00"
2.03E+15,MCHL,17,26,16,430,"6,880.00"
2.03E+15,PPL,34,34,100,406,"40,600.00"
2.03E+15,NIFRA,35,34,295,280,"82,600.00"
2.03E+15,SHIVM,14,62,57,655,"37,335.00"
2.03E+15,HIDCL,56,58,100,288.1,"28,810.00"
2.03E+15,SMHL,51,65,119,513,"61,047.00"
2.03E+15,NRIC,48,25,50,1262,"63,100.00"
2.03E+15,HRL,90,57,22,888,"19,536.00"
2.03E+15,HRL,50,57,300,888,"266,400.00"
2.03E+15,HRL,16,57,277,888,"245,976.00"
2.03E+15,HRL,34,57,50,888.1,"44,405.00"
2.03E+15,HRL,25,57,10,888.2,"8,882.00"
2.03E+15,HRL,57,57,113,888.5,"100,400.50"
2.03E+15,HRL,50,57,50,888.6,"44,430.00"
2.03E+15,HRL,58,57,28,888.7,"24,883.60"
2.03E+15,PPL,64,45,20,407,"8,140.00"
2.03E+15,SMHL,39,44,10,514.7,"5,147.00"
2.03E+15,RNLI,22,6,500,493.6,"246,800.00"
2.03E+15,HRL,19,53,180,905,"162,900.00"
2.03E+15,SMHL,28,53,200,504,"100,800.00"
2.03E+15,RIDI,7,45,950,351,"333,450.00"
2.03E+15,RIDI,35,45,50,351.5,"17,575.00"
2.03E+15,NGPL,48,50,500,460,"230,000.00"
2.03E+15,UNHPL,59,35,10,491.8,"4,918.00"
2.03E+15,JOSHI,38,19,165,310,"51,150.00"
2.03E+15,KKHC,32,14,35,312,"10,920.00"
2.03E+15,KKHC,32,17,15,312,"4,680.00"
2.03E+15,API,38,1,1214,340,"412,760.00"
2.03E+15,KKHC,87,32,1750,311.9,"545,825.00"
2.03E+15,AKJCL,74,32,500,379.6,"189,800.00"
2.03E+15,KKHC,35,17,10,312,"3,120.00"
2.03E+15,UAIL,49,25,150,468,"70,200.00"
2.03E+15,BARUN,1,35,10,369,"3,690.00"
2.03E+15,UPPER,14,49,697,215.5,"150,203.50"
2.03E+15,UPPER,25,49,500,215.6,"107,800.00"
2.03E+15,UPPER,45,49,1000,215.6,"215,600.00"
2.03E+15,UPPER,81,49,10,215.6,"2,156.00"
2.03E+15,UPPER,62,49,200,215.6,"43,120.00"
2.03E+15,UPPER,55,49,120,215.6,"25,872.00"
2.03E+15,UPPER,54,49,50,215.6,"10,780.00"
2.03E+15,UPPER,16,49,123,215.8,"26,543.40"
2.03E+15,RIDI,91,41,10,351.6,"3,516.00"
2.03E+15,AKJCL,34,62,100,379,"37,900.00"
2.03E+15,SPDL,50,91,10,429.5,"4,295.00"
2.03E+15,GHL,48,29,110,264,"29,040.00"
2.03E+15,GHL,48,49,100,264,"26,400.00"
2.03E+15,GHL,48,50,300,264,"79,200.00"
2.03E+15,GHL,48,42,490,263.2,"128,968.00"
2.03E+15,AKPL,33,38,120,286,"34,320.00"
2.03E+15,AKPL,41,38,100,286,"28,600.00"
2.03E+15,AKPL,66,38,280,286,"80,080.00"
2.03E+15,UPPER,38,13,424,216,"91,584.00"
2.03E+15,RIDI,96,41,10,351.6,"3,516.00"
2.03E+15,SPIL,50,39,250,730.2,"182,550.00"
2.03E+15,RIDI,60,41,10,351.6,"3,516.00"
2.03E+15,UPCL,17,1,10,396.1,"3,961.00"
2.03E+15,BPCL,38,95,61,755,"46,055.00"
2.03E+15,BPCL,38,34,504,755,"380,520.00"
2.03E+15,BPCL,38,43,500,754.9,"377,450.00"
2.03E+15,BPCL,38,34,44,754.9,"33,215.60"
2.03E+15,BPCL,38,58,480,754.5,"362,160.00"
2.03E+15,BPCL,38,64,251,752,"188,752.00"
2.03E+15,BPCL,38,32,500,750,"375,000.00"
2.03E+15,BPCL,38,45,150,750,"112,500.00"
2.03E+15,BPCL,38,39,200,750,"150,000.00"
2.03E+15,BPCL,38,67,198,750,"148,500.00"
2.03E+15,BPCL,38,43,500,749.9,"374,950.00"
2.03E+15,BPCL,38,58,10,749.9,"7,499.00"
2.03E+15,BPCL,38,34,490,749.9,"367,451.00"
2.03E+15,BPCL,38,52,500,749,"374,500.00"
2.03E+15,BPCL,38,35,500,749,"374,500.00"
2.03E+15,BPCL,38,34,45,747.9,"33,655.50"
2.03E+15,BPCL,38,22,67,742,"49,714.00"
2.03E+15,RIDI,96,41,10,351.6,"3,516.00"
2.03E+15,AKJCL,60,32,500,379.6,"189,800.00"
2.03E+15,NHPC,17,5,200,263.8,"52,760.00"
2.03E+15,UPCL,66,34,100,397.7,"39,770.00"
2.03E+15,KPCL,85,25,10,562,"5,620.00"
2.03E+15,PPCL,49,7,50,412,"20,600.00"
2.03E+15,IGI,17,46,292,460,"134,320.00"
2.03E+15,IGI,17,58,10,459.9,"4,599.00"
2.03E+15,IGI,17,50,100,459.8,"45,980.00"
2.03E+15,IGI,17,42,100,458,"45,800.00"
2.03E+15,IGI,17,35,10,458,"4,580.00"
2.03E+15,IGI,17,22,150,458,"68,700.00"
2.03E+15,IGI,17,21,150,457.9,"68,685.00"
2.03E+15,IGI,17,25,150,457,"68,550.00"
2.03E+15,IGI,17,35,16,456,"7,296.00"
2.03E+15,IGI,17,42,347,455,"157,885.00"
2.03E+15,IGI,17,28,100,454.5,"45,450.00"
2.03E+15,RIDI,60,41,2500,351.6,"879,000.00"
2.03E+15,GHL,34,42,10,263.2,"2,632.00"
2.03E+15,AKJCL,6,62,200,378.1,"75,620.00"
2.03E+15,UPPER,28,77,100,215.9,"21,590.00"
2.03E+15,AHPC,85,69,1185,301,"356,685.00"
2.03E+15,AHPC,56,69,200,301.1,"60,220.00"
2.03E+15,AHPC,41,69,100,301.6,"30,160.00"
2.03E+15,AHPC,4,69,15,302,"4,530.00"
2.03E+15,RIDI,71,41,10,351.6,"3,516.00"
2.03E+15,KKHC,87,45,500,311.9,"155,950.00"
2.03E+15,SGIC,41,17,10,494,"4,940.00"
2.03E+15,RADHI,67,38,20,875,"17,500.00"
2.03E+15,RADHI,58,38,10,875,"8,750.00"
2.03E+15,RADHI,25,38,100,875,"87,500.00"
2.03E+15,RADHI,36,38,300,875,"262,500.00"
2.03E+15,RADHI,16,38,200,875,"175,000.00"
2.03E+15,RADHI,16,38,500,875,"437,500.00"
2.03E+15,RADHI,96,38,2000,875,"1,750,000.00"
2.03E+15,RADHI,33,38,80,875,"70,000.00"
2.03E+15,RADHI,22,38,500,876,"438,000.00"
2.03E+15,RADHI,81,38,100,877,"87,700.00"
2.03E+15,HPPL,69,43,193,516,"99,588.00"
2.03E+15,HPPL,48,43,10,516,"5,160.00"
2.03E+15,HPPL,88,43,60,516.2,"30,972.00"
2.03E+15,HDHPC,28,57,10,224,"2,240.00"
2.03E+15,HDHPC,28,59,10,224,"2,240.00"
2.03E+15,SSHL,16,45,76,215,"16,340.00"
2.03E+15,SSHL,16,58,10,215,"2,150.00"
2.03E+15,SSHL,16,41,14,215,"3,010.00"
2.03E+15,UNHPL,41,56,200,490.2,"98,040.00"
2.03E+15,NESDO,50,21,10,1598,"15,980.00"
2.03E+15,NIL,44,13,150,652,"97,800.00"
2.03E+15,AHPC,22,42,20,302.7,"6,054.00"
2.03E+15,RIDI,58,39,52,350.1,"18,205.20"
2.03E+15,RIDI,16,39,765,350.2,"267,903.00"
2.03E+15,RIDI,60,39,1972,350.2,"690,594.40"
2.03E+15,RIDI,58,39,1211,351,"425,061.00"
2.03E+15,KPCL,11,101,10,560,"5,600.00"
2.03E+15,API,38,54,150,340,"51,000.00"
2.03E+15,API,38,99,255,340,"86,700.00"
2.03E+15,LEC,35,58,500,236.7,"118,350.00"
2.03E+15,AKJCL,6,92,113,378.1,"42,725.30"
2.03E+15,AKJCL,70,92,1000,378.1,"378,100.00"
2.03E+15,AKJCL,95,92,500,378.1,"189,050.00"
2.03E+15,AKJCL,58,92,1746,378.2,"660,337.20"
2.03E+15,AKJCL,47,92,241,378.3,"91,170.30"
2.03E+15,LEC,36,29,980,235.6,"230,888.00"
2.03E+15,LEC,84,29,20,235.7,"4,714.00"
2.03E+15,KKHC,87,38,200,311.9,"62,380.00"
2.03E+15,HPPL,88,45,100,516.2,"51,620.00"
2.03E+15,AKPL,49,42,69,286.4,"19,761.60"
2.03E+15,RIDI,55,1,500,351.5,"175,750.00"
2.03E+15,PMHPL,1,41,150,392,"58,800.00"
2.03E+15,UMRH,74,28,50,576,"28,800.00"
2.03E+15,HURJA,45,16,20,287.7,"5,754.00"
2.03E+15,AHPC,35,52,100,301.1,"30,110.00"
2.03E+15,AKJCL,100,22,1451,378.1,"548,623.10"
2.03E+15,CHL,82,62,10,310,"3,100.00"
2.03E+15,CHL,58,62,474,310,"146,940.00"
2.03E+15,NGPL,51,33,200,459.9,"91,980.00"
2.03E+15,API,45,59,9,339,"3,051.00"
2.03E+15,MEN,62,71,46,621.8,"28,602.80"
2.03E+15,NHPC,17,57,300,263.8,"79,140.00"
2.03E+15,UPCL,17,34,300,396,"118,800.00"
2.03E+15,UPCL,17,51,57,396,"22,572.00"
2.03E+15,CGH,45,94,65,867.1,"56,361.50"
2.03E+15,CGH,58,94,30,867.1,"26,013.00"
2.03E+15,CGH,65,94,20,867.1,"17,342.00"
2.03E+15,CGH,34,94,18,867.1,"15,607.80"
2.03E+15,RADHI,48,42,100,880,"88,000.00"
2.03E+15,CHCL,44,42,50,501,"25,050.00"
2.03E+15,SHEL,56,28,100,327.9,"32,790.00"
2.03E+15,KKHC,59,49,300,308,"92,400.00"
2.03E+15,KKHC,38,49,350,308,"107,800.00"
2.03E+15,AHPC,58,55,565,302,"170,630.00"
2.03E+15,AHPC,58,38,100,302,"30,200.00"
2.03E+15,PMHPL,3,25,80,392,"31,360.00"
2.03E+15,PMHPL,57,25,1000,392,"392,000.00"
2.03E+15,PMHPL,49,25,50,392,"19,600.00"
2.03E+15,PMHPL,63,25,70,392.1,"27,447.00"
2.03E+15,PMHPL,58,25,100,393,"39,300.00"
2.03E+15,NHPC,56,67,50,263.8,"13,190.00"
2.03E+15,RIDI,58,41,40,352,"14,080.00"
2.03E+15,API,35,58,305,339,"103,395.00"
2.03E+15,API,48,58,100,339.1,"33,910.00"
2.03E+15,HDHPC,41,28,500,224.2,"112,100.00"
2.03E+15,HPPL,39,6,126,516.3,"65,053.80"
2.03E+15,RADHI,16,18,400,880,"352,000.00"
2.03E+15,SHEL,100,53,300,328,"98,400.00"
2.03E+15,API,35,38,250,339,"84,750.00"
2.03E+15,NGPL,33,35,50,459,"22,950.00"
2.03E+15,LEC,45,57,2000,236.5,"473,000.00"
2.03E+15,KPCL,52,58,50,552.6,"27,630.00"
2.03E+15,API,49,57,500,340,"170,000.00"
2.03E+15,NICL,54,13,200,516,"103,200.00"
2.03E+15,LEC,49,41,500,240,"120,000.00"
2.03E+15,NHPC,32,53,500,263.8,"131,900.00"
2.03E+15,RIDI,59,45,200,358,"71,600.00"
2.03E+15,RIDI,58,7,100,357,"35,700.00"
2.03E+15,UMRH,39,28,10,585,"5,850.00"
2.03E+15,API,36,83,100,347.5,"34,750.00"
2.03E+15,AHPC,7,13,200,314,"62,800.00"
2.03E+15,API,58,56,10,350,"3,500.00"
2.03E+15,AHPC,17,45,521,310,"161,510.00"
2.03E+15,NHPC,75,58,20,263.8,"5,276.00"
2.03E+15,SPDL,67,53,500,435,"217,500.00"
2.03E+15,API,77,70,200,351,"70,200.00"
2.03E+15,SSHL,57,34,22,218,"4,796.00"
2.03E+15,UPPER,10,8,111,220.3,"24,453.30"
2.03E+15,NHPC,71,38,500,248.5,"124,250.00"
2.03E+15,USLB,26,57,10,1479,"14,790.00"
2.03E+15,USLB,58,57,10,1479,"14,790.00"
2.03E+15,RLFL,52,32,10,473,"4,730.00"
2.03E+15,LBBL,59,34,10,495,"4,950.00"
2.03E+15,MPFL,26,7,10,672,"6,720.00"
2.03E+15,MPFL,35,7,100,672,"67,200.00"
2.03E+15,GUFL,48,41,20,575,"11,500.00"
2.03E+15,GUFL,48,45,10,573,"5,730.00"
2.03E+15,MLBSL,45,8,10,1978,"19,780.00"
2.03E+15,CBBL,8,21,100,948,"94,800.00"
2.03E+15,NMLBBL,45,33,10,654.6,"6,546.00"
2.03E+15,NABBC,28,7,20,1539.9,"30,798.00"
2.03E+15,MDB,57,62,50,651.2,"32,560.00"
2.03E+15,MFIL,6,7,181,827,"149,687.00"
2.03E+15,MFIL,42,7,50,827,"41,350.00"
2.03E+15,MFIL,35,7,2000,827.2,"1,654,400.00"
2.03E+15,MFIL,80,7,200,828,"165,600.00"
2.03E+15,MFIL,68,7,869,828,"719,532.00"
2.03E+15,ILBS,32,33,10,963.9,"9,639.00"
2.03E+15,MERO,41,49,50,746,"37,300.00"
2.03E+15,MDB,60,32,75,661.9,"49,642.50"
2.03E+15,MDB,60,38,25,661.8,"16,545.00"
2.03E+15,MDB,57,62,20,651.2,"13,024.00"
2.03E+15,ALICL,85,40,10,476,"4,760.00"
2.03E+15,ILBS,62,33,10,963.9,"9,639.00"
2.03E+15,NABBC,65,7,10,1539.9,"15,399.00"
2.03E+15,KSBBL,45,25,138,484,"66,792.00"
2.03E+15,KSBBL,45,22,62,483.6,"29,983.20"
2.03E+15,SIFC,45,26,10,604.9,"6,049.00"
2.03E+15,SLBSL,32,26,26,1362,"35,412.00"
2.03E+15,SLBSL,17,26,20,1362.1,"27,242.00"
2.03E+15,SINDU,49,74,92,779,"71,668.00"
2.03E+15,MDB,33,38,75,661.8,"49,635.00"
2.03E+15,MDB,33,4,25,661.8,"16,545.00"
2.03E+15,RSDC,96,59,160,675.3,"108,048.00"
2.03E+15,RSDC,96,28,140,675,"94,500.00"
2.03E+15,NABBC,28,7,10,1539.9,"15,399.00"
2.03E+15,GMFIL,50,43,144,475,"68,400.00"
2.03E+15,GMFIL,45,43,956,475,"454,100.00"
2.03E+15,MPFL,66,7,100,672,"67,200.00"
2.03E+15,MPFL,66,59,100,669.9,"66,990.00"
2.03E+15,MFIL,68,26,131,828,"108,468.00"
2.03E+15,MFIL,52,26,620,828.1,"513,422.00"
2.03E+15,MFIL,52,26,229,828.1,"189,634.90"
2.03E+15,MFIL,62,26,100,828.2,"82,820.00"
2.03E+15,MFIL,43,34,10,829,"8,290.00"
2.03E+15,SINDU,45,28,542,777,"421,134.00"
2.03E+15,SINDU,35,28,27,778,"21,006.00"
2.03E+15,SINDU,34,28,31,779,"24,149.00"
2.03E+15,SHINE,35,47,138,418,"57,684.00"
2.03E+15,SHINE,34,47,50,418.1,"20,905.00"
2.03E+15,SHINE,28,47,100,419,"41,900.00"
2.03E+15,SHINE,33,47,250,419,"104,750.00"
2.03E+15,ICFC,58,57,10,674.5,"6,745.00"
2.03E+15,NFS,42,39,20,655,"13,100.00"
2.03E+15,NFS,42,39,20,655,"13,100.00"
2.03E+15,ALICL,67,50,70,474.1,"33,187.00"
2.03E+15,JBBL,49,57,71,348,"24,708.00"
2.03E+15,MFIL,55,21,20,830.6,"16,612.00"
2.03E+15,MFIL,52,21,376,830.6,"312,305.60"
2.03E+15,RSDC,5,45,10,675,"6,750.00"
2.03E+15,RSDC,34,45,100,675.1,"67,510.00"
2.03E+15,RSDC,88,45,50,675.3,"33,765.00"
2.03E+15,NLIC,6,39,19,812,"15,428.00"
2.03E+15,NLIC,6,74,360,812,"292,320.00"
2.03E+15,NLIC,6,51,10,812,"8,120.00"
2.03E+15,NLIC,6,35,110,812,"89,320.00"
2.03E+15,NLIC,6,71,100,811.9,"81,190.00"
2.03E+15,NLIC,6,34,50,811,"40,550.00"
2.03E+15,NLIC,6,62,66,810,"53,460.00"
2.03E+15,NLIC,6,56,285,809,"230,565.00"
2.03E+15,JBBL,49,1,30,349,"10,470.00"
2.03E+15,CBBL,35,47,20,964.5,"19,290.00"
2.03E+15,JFL,45,16,140,454.2,"63,588.00"
2.03E+15,NLIC,39,1,200,830,"166,000.00"
2.03E+15,PURE,48,58,10,1005,"10,050.00"
2.03E+15,DHEL,4,34,10,740,"7,400.00"
2.03E+15,SYPNL,17,48,10,1891.1,"18,911.00"
2.03E+15,PRVU,45,45,100,204.9,"20,490.00"
2.03E+15,BANDIPUR,38,39,10,984,"9,840.00"
2.03E+15,NMIC,1,49,10,1367,"13,670.00"
2.03E+15,NMIC,1,62,10,1360,"13,600.00"
2.03E+15,NMIC,1,5,60,1359,"81,540.00"
2.03E+15,NMIC,1,58,10,1358.9,"13,589.00"
2.03E+15,NMIC,1,35,10,1357,"13,570.00"
2.03E+15,HIMSTAR,91,95,50,1014,"50,700.00"
2.03E+15,SAIL,86,41,10,1368,"13,680.00"
2.03E+15,MABEL,33,34,10,780,"7,800.00"
2.03E+15,HIDCLP,65,45,2300,205.5,"472,650.00"
2.03E+15,MKCL,16,19,10,1399,"13,990.00"
2.03E+15,NIMB,16,58,10,206.9,"2,069.00"
2.03E+15,BHCL,77,45,12,600,"7,200.00"
2.03E+15,BHCL,29,45,10,600,"6,000.00"
2.03E+15,CZBIL,45,43,111,211.1,"23,432.10"
2.03E+15,CZBIL,45,84,20,211,"4,220.00"
2.03E+15,CZBIL,45,51,1000,211,"211,000.00"
2.03E+15,CZBIL,45,42,50,211,"10,550.00"
2.03E+15,CZBIL,45,67,210,211,"44,310.00"
2.03E+15,CZBIL,45,60,120,210.9,"25,308.00"
2.03E+15,CZBIL,45,22,55,210.5,"11,577.50"
2.03E+15,CZBIL,45,35,416,210,"87,360.00"
2.03E+15,CZBIL,45,26,500,210,"105,000.00"
2.03E+15,CZBIL,45,58,200,210,"42,000.00"
2.03E+15,CZBIL,45,54,100,210,"21,000.00"
2.03E+15,CZBIL,45,1,729,210,"153,090.00"
2.03E+15,CZBIL,45,26,1090,209.9,"228,791.00"
2.03E+15,CZBIL,45,22,344,209.8,"72,171.20"
2.03E+15,CZBIL,45,45,55,209.5,"11,522.50"
2.03E+15,TTL,11,13,60,936,"56,160.00"
2.03E+15,TTL,11,13,25,936,"23,400.00"
2.03E+15,TTL,1,13,15,936.1,"14,041.50"
2.03E+15,BANDIPUR,50,67,149,981,"146,169.00"
2.03E+15,BANDIPUR,48,67,460,981,"451,260.00"
2.03E+15,BANDIPUR,6,67,100,981.1,"98,110.00"
2.03E+15,BANDIPUR,18,67,20,981.1,"19,622.00"
2.03E+15,BANDIPUR,22,67,40,981.2,"39,248.00"
2.03E+15,BANDIPUR,6,67,200,982,"196,400.00"
2.03E+15,BANDIPUR,35,67,31,983,"30,473.00"
2.03E+15,NICA,56,42,10,344,"3,440.00"
2.03E+15,NBL,58,42,190,260.5,"49,495.00"
2.03E+15,BHCL,59,45,100,600,"60,000.00"
2.03E+15,HIDCLP,4,50,1000,206,"206,000.00"
2.03E+15,HIMSTAR,48,95,400,1014,"405,600.00"
2.03E+15,HIMSTAR,48,41,20,1014,"20,280.00"
2.03E+15,HIMSTAR,48,32,150,1014,"152,100.00"
2.03E+15,HIMSTAR,48,63,20,1014,"20,280.00"
2.03E+15,HIMSTAR,48,44,50,1013,"50,650.00"
2.03E+15,HIMSTAR,48,58,10,1010,"10,100.00"
2.03E+15,HIMSTAR,48,62,100,1010,"101,000.00"
2.03E+15,HIMSTAR,48,58,10,1010,"10,100.00"
2.03E+15,HIMSTAR,48,81,25,1010,"25,250.00"
2.03E+15,HIMSTAR,48,58,35,1010,"35,350.00"
2.03E+15,HIMSTAR,48,42,180,1000,"180,000.00"
2.03E+15,DHEL,42,49,10,752,"7,520.00"
2.03E+15,NABIL,22,41,61,527,"32,147.00"
2.03E+15,NABIL,58,41,10,527,"5,270.00"
2.03E+15,NABIL,26,41,29,527,"15,283.00"
2.03E+15,HBL,25,49,1000,207,"207,000.00"
2.03E+15,SYPNL,39,1,15,1892,"28,380.00"
2.03E+15,GBIME,49,19,75,240,"18,000.00"
2.03E+15,GBIME,49,42,1531,240,"367,440.00"
2.03E+15,HBL,29,58,14,207.5,"2,905.00"
