Transact No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026091804015439,BPCL,38,6,30.0,698.0,20940.0
2026091804015438,BPCL,38,22,30.0,698.0,20940.0
2026091804015437,BPCL,38,1,10.0,697.9,6979.0
2026091804015436,BPCL,38,14,420.0,697.8,293076.0
2026091804015435,NHPC,14,53,10.0,272.9,2729.0
2026091804015434,GLH,58,74,1000.0,273.5,273500.0
2026091804015433,IGI,99,46,10.0,408.0,4080.0
2026091804015432,UMHL,13,34,10.0,565.0,5650.0
2026091804015431,UMHL,39,34,10.0,565.0,5650.0
2026091804015430,BANDIPUR,29,6,10.0,654.0,6540.0
2026091804015429,SHPC,92,51,500.0,536.9,268450.0
2026091804015428,HPPL,21,34,10.0,387.0,3870.0
2026091804015427,RIDI,39,39,100.0,345.0,34500.0
2026091804015426,KKHC,64,57,10.0,282.8,2828.0
2026091804015425,HPPL,34,75,1313.0,386.8,507868.4
2026091804015424,HPPL,34,92,2150.0,386.6,831190.0
2026091804015423,HPPL,34,45,500.0,386.0,193000.0
2026091804015422,HPPL,34,18,20.0,386.0,7720.0
2026091804015421,SPDL,53,45,50.0,361.5,18075.0
2026091804015420,CREST,58,6,10.0,1105.0,11050.0
2026091804015419,RADHI,86,33,20.0,712.0,14240.0
2026091804015418,LEC,99,28,283.0,260.0,73580.0
2026091804015417,LEC,99,13,50.0,260.0,13000.0
2026091804015416,LEC,99,25,200.0,260.0,52000.0
2026091804015415,LEC,99,90,100.0,260.0,26000.0
2026091804015414,LEC,99,52,367.0,260.0,95420.0
2026091804015413,LEC,60,52,100.0,260.0,26000.0
2026091804015412,BPCL,17,14,80.0,697.8,55824.0
2026091804015411,BPCL,17,4,20.0,697.8,13956.0
2026091804015410,NESDO,50,82,10.0,1351.0,13510.0
2026091804015409,NICL,28,42,31.0,466.9,14473.9
2026091804015408,NICL,28,13,171.0,466.8,79822.8
2026091804015407,NICL,28,89,30.0,463.0,13890.0
2026091804015406,NICL,28,58,68.0,463.0,31484.0
2026091804015405,NICL,28,6,100.0,461.0,46100.0
2026091804015404,UMHL,62,34,90.0,565.0,50850.0
2026091804015403,UMHL,62,35,10.0,565.0,5650.0
2026091804015402,SAGAR,58,36,25.0,1633.9,40847.5
2026091804015401,SAGAR,58,34,15.0,1633.0,24495.0
2026091804015400,SAGAR,58,43,60.0,1633.0,97980.0
2026091804015399,CHCL,28,14,216.0,369.7,79855.2
2026091804015398,CHCL,28,58,34.0,369.5,12563.0
2026091804015397,CHCL,28,47,50.0,366.0,18300.0
2026091804015396,CHCL,28,19,200.0,365.0,73000.0
2026091804015395,AKJCL,58,58,483.0,359.0,173397.0
2026091804015394,AKJCL,58,67,200.0,358.9,71780.0
2026091804015393,AKJCL,58,74,200.0,358.9,71780.0
2026091804015392,AKJCL,58,101,105.0,358.9,37684.5
2026091804015391,AKJCL,58,42,300.0,358.7,107610.0
2026091804015390,AKJCL,58,42,479.0,358.5,171721.5
2026091804015389,AKJCL,58,36,500.0,358.0,179000.0
2026091804015388,AKJCL,58,84,80.0,357.9,28632.0
2026091804015387,AKJCL,58,71,3623.0,357.0,1293411.0
2026091804015386,GHL,19,32,100.0,243.3,24330.0
2026091804015385,SGIC,58,48,40.0,398.8,15952.0
2026091804015384,KKHC,33,39,902.0,281.0,253462.0
2026091804015383,KKHC,11,39,500.0,281.0,140500.0
2026091804015382,KKHC,71,39,588.0,281.0,165228.0
2026091804015381,KKHC,88,39,10.0,282.0,2820.0
2026091804015380,LEC,56,52,533.0,260.0,138580.0
2026091804015379,LEC,56,58,140.0,260.0,36400.0
2026091804015378,LEC,56,58,349.0,260.0,90740.0
2026091804015377,LEC,56,13,50.0,260.0,13000.0
2026091804015376,LEC,56,6,40.0,260.0,10400.0
2026091804015375,LEC,56,88,29.0,260.0,7540.0
2026091804015374,LEC,56,34,300.0,260.0,78000.0
2026091804015373,LEC,56,38,350.0,260.0,91000.0
2026091804015372,LEC,56,17,47.0,260.0,12220.0
2026091804015371,LEC,56,62,162.0,260.0,42120.0
2026091804015370,RHPL,14,58,33.0,175.0,5775.0
2026091804015369,RHPL,74,58,2001.0,175.0,350175.0
2026091804015368,RHPL,34,58,300.0,175.0,52500.0
2026091804015367,RHPL,17,58,420.0,175.0,73500.0
2026091804015366,RHPL,50,58,100.0,175.0,17500.0
2026091804015365,RHPL,16,58,200.0,175.0,35000.0
2026091804015364,RHPL,14,58,500.0,175.0,87500.0
2026091804015363,RHPL,48,58,390.0,175.0,68250.0
2026091804015362,RHPL,58,58,70.0,175.0,12250.0
2026091804015361,RHPL,58,58,350.0,175.0,61250.0
2026091804015360,RHPL,42,58,10.0,175.0,1750.0
2026091804015359,RHPL,47,58,100.0,175.0,17500.0
2026091804015358,RHPL,77,58,299.0,175.0,52325.0
2026091804015357,RHPL,48,58,500.0,175.1,87550.0
2026091804015356,RHPL,44,58,1000.0,175.1,175100.0
2026091804015355,RHPL,58,58,100.0,175.1,17510.0
2026091804015354,RHPL,22,58,1000.0,175.2,175200.0
2026091804015353,RHPL,58,58,50.0,175.2,8760.0
2026091804015352,RHPL,58,58,100.0,175.3,17530.0
2026091804015351,RHPL,58,58,10.0,175.3,1753.0
2026091804015350,RHPL,62,58,345.0,175.4,60513.0
2026091804015349,SSHL,34,29,128.0,212.1,27148.8
2026091804015348,SSHL,19,29,1535.0,212.1,325573.5
2026091804015347,SSHL,63,29,337.0,212.2,71511.4
2026091804015346,UMHL,62,61,1000.0,564.9,564900.0
2026091804015345,UMHL,62,35,22.0,564.9,12427.8
2026091804015344,UMHL,62,44,500.0,564.9,282450.0
2026091804015343,UMHL,62,39,200.0,564.5,112900.0
2026091804015342,UMHL,62,35,2000.0,564.0,1128000.0
2026091804015341,UMHL,62,57,343.0,564.0,193452.0
2026091804015340,UMHL,62,65,100.0,564.0,56400.0
2026091804015339,UMHL,62,74,50.0,563.9,28195.0
2026091804015338,UMHL,62,48,500.0,562.0,281000.0
2026091804015337,UMHL,62,62,500.0,562.0,281000.0
2026091804015336,UMHL,62,14,100.0,562.0,56200.0
2026091804015335,UMHL,62,32,19.0,560.0,10640.0
2026091804015334,UMHL,62,62,200.0,560.0,112000.0
2026091804015333,UMHL,62,58,134.0,560.0,75040.0
2026091804015332,LEC,58,62,50.0,260.0,13000.0
2026091804015331,LEC,58,58,50.0,260.0,13000.0
2026091804011899,NICL,58,58,100.0,463.5,46350.0
2026091804011196,LEC,91,57,200.0,260.9,52179.99999999999
2026091804009961,GLH,70,49,10.0,271.0,2710.0
2026091804008477,GLH,58,91,120.0,270.0,32400.0
2026091804007313,RURU,75,17,20.0,596.0,11920.0
2026091804001458,RURU,46,45,500.0,598.0,299000.0
2026091804000477,API,11,74,200.0,334.5,66900.0
2026091803017619,SINDU,20,48,27.0,425.0,11475.0
2026091803017618,SINDU,58,48,235.0,425.0,99875.0
2026091803017617,SINDU,35,48,50.0,426.0,21300.0
2026091803017616,SINDU,60,48,18.0,427.0,7686.0
2026091803017615,SINDU,18,48,10.0,427.0,4270.0
2026091803017614,SINDU,18,48,10.0,427.2,4272.0
2026091803017613,SINDU,58,48,300.0,427.2,128160.0
2026091803017612,SINDU,21,48,50.0,428.0,21400.0
2026091803017611,NABBC,65,20,11.0,805.0,8855.0
2026091803017610,YMHL,35,36,80.0,589.4,47152.0
2026091803017609,YMHL,35,58,30.0,589.2,17676.0
2026091803017608,CFCL,58,63,10.0,580.0,5800.0
2026091803017607,ILBS,38,58,300.0,1065.0,319500.0
2026091803017606,NABBC,62,20,20.0,805.0,16100.0
2026091803017605,CFCL,74,63,10.0,580.0,5800.0
2026091803017604,SINDU,17,26,10.0,493.0,4930.0
2026091803017603,CFCL,41,63,70.0,580.0,40600.0
2026091803017602,CFCL,41,13,50.0,580.0,29000.0
2026091803017601,CFCL,41,74,150.0,579.9,86985.0
2026091803017600,CFCL,41,53,730.0,579.9,423327.0
2026091803017599,GRDBL,21,66,20.0,1002.0,20040.0
2026091803017598,SOHL,86,91,10.0,665.0,6650.0
2026091803017597,SOHL,62,91,10.0,665.0,6650.0
2026091803017596,KHPL,58,63,10.0,754.0,7540.0
2026091803017595,SNORL,69,58,10.0,1057.0,10570.0
2026091803017594,GMFIL,42,33,10.0,428.9,4289.0
2026091803017593,SNORL,70,101,10.0,1050.0,10500.0
2026091803017592,RSML,76,13,25.0,2757.0,68925.0
2026091803017591,RSML,76,51,25.0,2750.0,68750.0
2026091803017590,BFC,53,56,10.0,464.0,4640.0
2026091803017589,KAHL,72,58,10.0,503.0,5030.0
2026091803017588,KAHL,72,56,10.0,502.4,5024.0
2026091803017587,RSML,69,51,10.0,2750.0,27500.0
2026091803017586,SYPNL,49,45,10.0,1311.0,13110.0
2026091803017585,SNORL,70,71,15.0,1050.0,15750.0
2026091803017584,FMDBL,34,33,10.0,761.0,7610.0
2026091803017583,RSML,49,13,140.0,2736.0,383040.0
2026091803017582,RSML,37,13,20.0,2738.2,54764.0
2026091803017581,RSML,50,13,10.0,2738.3,27383.0
2026091803017580,RSML,49,13,20.0,2738.4,54768.0
2026091803017579,RSML,57,13,10.0,2740.0,27400.0
2026091803017578,SKHL,19,100,10.0,752.0,7520.0
2026091803017577,GRDBL,60,66,15.0,1002.0,15030.0
2026091803017576,GRDBL,60,75,45.0,1002.0,45090.0
2026091803017575,GRDBL,60,42,400.0,1000.0,400000.0
2026091803017574,GRDBL,60,36,100.0,1000.0,100000.0
2026091803017573,GRDBL,60,59,100.0,1000.0,100000.0
2026091803017572,GRDBL,60,56,30.0,1000.0,30000.0
2026091803017571,GRDBL,60,38,20.0,1000.0,20000.0
2026091803017570,GRDBL,60,17,10.0,999.0,9990.0
2026091803017569,GRDBL,60,38,20.0,999.0,19980.0
2026091803017568,GRDBL,60,58,160.0,998.9,159824.0
2026091803017567,GRDBL,60,17,50.0,997.9,49895.0
2026091803017566,GRDBL,60,17,50.0,997.9,49895.0
2026091803017565,SNORL,56,71,10.0,1050.0,10500.0
2026091803017564,SYPNL,68,26,10.0,1314.0,13140.0
2026091803017563,LICN,17,32,30.0,813.0,24390.0
2026091803017562,NMLBBL,91,96,10.0,506.0,5060.0
2026091803017561,SNORL,71,71,25.0,1030.0,25750.0
2026091803017560,SNORL,71,42,10.0,1020.0,10200.0
2026091803017559,SNORL,71,58,10.0,1020.0,10200.0
2026091803017558,SNORL,71,57,380.0,1018.0,386840.0
2026091803017557,SNORL,71,56,100.0,1017.0,101700.0
2026091803017556,SNORL,71,57,100.0,1017.0,101700.0
2026091803017555,SNORL,71,56,100.0,1015.0,101500.0
2026091803017554,SNORL,71,1,500.0,970.0,485000.0
2026091803017553,SNORL,71,71,231.0,957.9,221274.9
2026091803017552,SNORL,71,38,60.0,957.9,57474.0
2026091803017551,SNORL,71,71,50.0,957.9,47895.0
2026091803017550,SNORL,71,5,100.0,957.9,95790.0
2026091803017549,SNORL,71,69,194.0,957.9,185832.6
2026091803017548,SNORL,71,70,150.0,957.9,143685.0
2026091803017547,SNORL,71,38,10.0,957.9,9579.0
2026091803017546,SNORL,71,47,10.0,957.9,9579.0
2026091803017545,SNORL,71,95,166.0,957.9,159011.4
2026091803017544,SNORL,71,57,150.0,957.8,143670.0
2026091803017543,SNORL,71,42,100.0,957.0,95700.0
2026091803017542,SNORL,71,45,100.0,957.0,95700.0
2026091803017541,SNORL,71,59,375.0,957.0,358875.0
2026091803017540,SNORL,71,57,10.0,956.4,9564.0
2026091803017539,SNORL,71,58,10.0,956.0,9560.0
2026091803017538,SNORL,71,58,10.0,956.0,9560.0
2026091803017537,SNORL,71,21,10.0,955.9,9559.0
2026091803017536,SNORL,71,49,10.0,955.5,9555.0
2026091803017535,SNORL,71,45,10.0,955.5,9555.0
2026091803017534,SNORL,71,45,1835.0,955.5,1753342.5
2026091803017533,SNORL,71,58,10.0,955.5,9555.0
2026091803017532,SNORL,71,71,100.0,955.5,95550.0
2026091803017531,SNORL,71,95,540.0,955.5,515970.0
2026091803017530,SNORL,71,52,50.0,955.4,47770.0
2026091803017529,SNORL,71,42,1000.0,955.0,955000.0
2026091803017528,SNORL,71,52,50.0,955.0,47750.0
2026091803017527,SNORL,71,28,100.0,955.0,95500.0
2026091803017526,SNORL,71,49,10.0,955.0,9550.0
2026091803017525,SNORL,71,74,95.0,955.0,90725.0
2026091803017524,SNORL,71,74,10.0,955.0,9550.0
2026091803017523,SNORL,71,42,500.0,955.0,477500.0
2026091803017522,SNORL,71,42,500.0,955.0,477500.0
2026091803017521,SNORL,71,42,245.0,955.0,233975.0
2026091803017520,SNORL,71,22,100.0,954.9,95490.0
2026091803017519,SNORL,71,49,92.0,953.0,87676.0
2026091803017518,SNORL,71,35,10.0,940.0,9400.0
2026091803017517,SNORL,71,58,10.0,935.0,9350.0
2026091803017516,SNORL,71,58,10.0,930.0,9300.0
2026091803017515,SNORL,71,58,10.0,930.0,9300.0
2026091803017514,SNORL,71,58,10.0,930.0,9300.0
2026091803017513,SNORL,71,34,210.0,930.0,195300.0
2026091803017512,CFCL,62,53,10.0,579.9,5799.0
2026091803017511,SIFC,34,6,88.0,484.4,42627.2
2026091803017510,SIFC,34,38,12.0,484.4,5812.799999999999
2026091803017509,KHPL,53,5,20.0,754.9,15098.0
2026091803017508,GBBL,45,57,20.0,455.0,9100.0
2026091803017507,TPKHL,16,82,385.0,524.0,201740.0
2026091803017506,TPKHL,16,1,300.0,523.9,157170.0
2026091803017505,TPKHL,16,16,65.0,523.0,33995.0
2026091803017504,MSLB,38,46,10.0,1209.9,12099.0
2026091803017503,YMHL,58,36,10.0,589.4,5894.0
2026091803017502,YMHL,77,58,10.0,589.3,5893.0
2026091803017501,RSML,32,51,10.0,2750.0,27500.0
2026091803017500,SAIL,80,48,700.0,1000.0,700000.0
2026091803017499,ILBS,95,58,90.0,1065.0,95850.0
2026091803017498,ILBS,95,74,10.0,1060.0,10600.0
2026091803017497,SLBBL,62,62,50.0,825.0,41250.0
2026091803017496,SLBBL,62,44,50.0,824.9,41245.0
2026091803017495,SLBBL,62,45,10.0,824.0,8240.0
2026091803017494,KAHL,45,14,20.0,502.0,10040.0
2026091803017493,SNORL,62,34,10.0,930.0,9300.0
2026091803017492,GRDBL,80,59,100.0,995.0,99500.0
2026091803017491,GRDBL,80,58,50.0,994.0,49700.0
2026091803017490,GRDBL,80,58,10.0,993.9,9939.0
2026091803017489,GRDBL,80,59,100.0,990.0,99000.0
2026091803017488,GRDBL,80,66,500.0,989.0,494500.0
2026091803017487,GRDBL,80,45,10.0,989.0,9890.0
2026091803017486,GRDBL,80,17,10.0,988.0,9880.0
2026091803017485,SYPNL,63,26,100.0,1314.0,131400.0
2026091803017484,HFIN,49,42,99.0,631.0,62469.0
2026091803017483,HFIN,91,42,316.0,631.0,199396.0
2026091803017482,PMLI,48,52,487.0,431.8,210286.6
2026091803017481,PMLI,45,52,13.0,431.9,5614.7
2026091803017480,NLICL,17,99,10.0,582.0,5820.0
2026091803017479,DDBL,58,19,10.0,864.0,8640.0
2026091803017478,DDBL,45,19,100.0,865.0,86500.0
2026091803017477,DDBL,32,19,36.0,865.0,31140.0
2026091803017476,DDBL,17,19,100.0,866.5,86650.0
2026091803017475,SINDU,17,26,50.0,493.0,24650.0
2026091803017474,SINDU,17,62,40.0,493.0,19720.0
2026091803017473,SINDU,17,38,43.0,490.0,21070.0
2026091803017472,SINDU,17,58,145.0,490.0,71050.0
2026091803017471,SINDU,17,58,14.0,480.0,6720.0
2026091803017470,SINDU,17,58,390.0,480.0,187200.0
2026091803017469,SINDU,17,39,500.0,445.8,222900.0
2026091803017468,SINDU,17,6,50.0,444.9,22245.0
2026091803017467,SINDU,17,57,250.0,443.9,110975.0
2026091803017466,SINDU,17,38,100.0,442.9,44290.0
2026091803017465,SINDU,17,18,75.0,442.9,33217.5
2026091803017464,SINDU,17,13,30.0,442.0,13260.0
2026091803017463,SINDU,17,74,300.0,441.6,132480.0
2026091803017462,SINDU,17,13,50.0,441.5,22075.0
2026091803017461,SINDU,17,59,20.0,441.5,8830.0
2026091803017460,SINDU,17,36,200.0,441.4,88280.0
2026091803017459,SINDU,17,48,83.0,441.4,36636.2
2026091803017458,SINDU,17,58,10.0,441.3,4413.0
2026091803017457,SINDU,17,14,60.0,441.2,26472.0
2026091803017456,SINDU,17,38,75.0,441.2,33090.0
2026091803017455,SINDU,17,57,50.0,441.2,22060.0
2026091803017454,SINDU,17,22,30.0,441.0,13230.0
2026091803017453,SINDU,17,47,87.0,441.0,38367.0
2026091803017452,SINDU,17,52,20.0,441.0,8820.0
2026091803017451,SINDU,17,26,100.0,441.0,44100.0
2026091803017450,SINDU,17,14,300.0,441.0,132300.0
2026091803017449,SINDU,17,42,10.0,441.0,4410.0
2026091803017448,SINDU,17,45,400.0,441.0,176400.0
2026091803017447,SINDU,17,49,300.0,440.0,132000.0
2026091803017446,SINDU,17,22,50.0,440.0,22000.0
2026091803017445,SINDU,17,64,50.0,440.0,22000.0
2026091803017444,SINDU,17,28,100.0,439.9,43990.0
2026091803017443,SINDU,17,42,500.0,439.0,219500.0
2026091803017442,SINDU,17,34,502.0,438.9,220327.8
2026091803017441,SINDU,17,77,155.0,435.0,67425.0
2026091803017440,SINDU,17,42,1000.0,435.0,435000.0
2026091803017439,SINDU,17,49,13.0,435.0,5655.0
2026091803017438,SINDU,17,58,200.0,434.5,86900.0
2026091803017437,SINDU,17,45,10.0,434.0,4340.0
2026091803017436,SINDU,17,8,160.0,433.0,69280.0
2026091803017435,SINDU,17,70,50.0,433.0,21650.0
2026091803017434,SINDU,17,43,20.0,433.0,8660.0
2026091803017433,SINDU,17,45,500.0,432.0,216000.0
2026091803017432,SINDU,17,48,1383.0,432.0,597456.0
2026091803017431,SINDU,17,49,275.0,431.0,118525.0
2026091803017430,SINDU,17,57,100.0,431.0,43100.0
2026091803017429,SINDU,17,34,50.0,430.0,21500.0
2026091803017428,SINDU,17,42,10.0,430.0,4300.0
2026091803017427,SINDU,17,57,90.0,428.7,38583.0
2026091803017426,HLI,66,42,23.0,317.0,7291.0
2026091803017425,CFCL,42,45,100.0,568.7,56870.00000000001
2026091803017424,ICFC,4,98,10.0,606.0,6060.0
2026091803017423,NADEP,46,45,100.0,694.0,69400.0
2026091803017422,BJHL,74,62,20.0,658.9,13178.0
2026091803017421,MPFL,92,1,100.0,598.0,59800.0
2026091803017420,RLEL,62,25,10.0,764.9,7649.0
2026091803017419,ILBS,38,74,10.0,1040.0,10400.0
2026091803017418,ILBS,38,16,50.0,1030.0,51500.0
2026091803017417,ILBS,38,22,90.0,1025.0,92250.0
2026091803017416,ILBS,38,35,200.0,999.0,199800.0
2026091803017415,ILBS,38,45,500.0,993.9,496950.0
2026091803017414,ILBS,38,14,300.0,993.9,298170.0
2026091803017413,ILBS,38,49,343.0,991.7,340153.10000000003
2026091803017412,ILBS,38,58,50.0,991.7,49585.0
2026091803017411,ILBS,38,22,75.0,991.7,74377.5
2026091803017410,ILBS,38,47,10.0,991.7,9917.0
2026091803017409,SAIL,35,48,10.0,1000.0,10000.0
2026091803017408,SAIL,35,45,50.0,1000.0,50000.0
2026091803017407,SAIL,35,43,10.0,1000.0,10000.0
2026091803017406,SAIL,35,38,10.0,1000.0,10000.0
2026091803017405,SAIL,35,49,10.0,1000.0,10000.0
2026091803017404,SAIL,35,58,135.0,999.0,134865.0
2026091803017403,SAIL,35,67,100.0,999.0,99900.0
2026091803017402,SAIL,35,58,10.0,997.0,9970.0
2026091803017401,SAIL,35,57,65.0,997.0,64805.0
2026091803017400,SYPNL,49,86,310.0,1311.0,406410.0
2026091803017399,SYPNL,70,86,90.0,1311.0,117990.0
2026091803017398,CFCL,60,53,260.0,579.9,150774.0
2026091803017397,CFCL,60,41,380.0,579.9,220362.0
2026091803017396,CFCL,60,56,10.0,579.9,5799.0
2026091803017395,CFCL,60,57,100.0,579.9,57990.0
2026091803017394,CFCL,60,56,10.0,579.7,5797.0
2026091803017393,CFCL,60,86,400.0,579.3,231719.99999999997
2026091803017392,CFCL,60,14,20.0,579.1,11582.0
2026091803016826,SGHL,64,94,10.0,497.0,4970.0
2026091803014923,TPKHL,42,7,10.0,518.3,5183.0
2026091803006579,PCIL,37,47,10.0,627.2,6272.0
2026091801015945,GBIME,32,26,48.0,260.9,12523.199999999999
2026091801015944,GBIME,32,71,200.0,260.9,52179.99999999999
2026091801015943,GBIME,32,71,100.0,260.9,26089.999999999996
2026091801015942,GBIME,32,21,310.0,260.5,80755.0
2026091801015941,GBIME,32,58,196.0,260.5,51058.0
2026091801015940,GBIME,32,28,200.0,260.5,52100.0
2026091801015939,GBIME,32,4,930.0,260.5,242265.0
2026091801015938,GBIME,32,58,69.0,260.5,17974.5
2026091801015937,GBIME,32,57,124.0,260.3,32277.2
2026091801015936,GBIME,32,34,1859.0,260.2,483711.8
2026091801015935,NWCL,87,26,10.0,616.0,6160.0
2026091801015934,NWCL,87,35,90.0,615.0,55350.0
2026091801015933,SBI,56,10,580.0,406.5,235770.0
2026091801015932,GBIME,57,39,20.0,260.0,5200.0
2026091801015931,GBIME,57,6,53.0,260.0,13780.0
2026091801015930,MEPDL,32,16,180.0,693.9,124902.0
2026091801015929,MEPDL,32,47,10.0,693.8,6938.0
2026091801015928,MEPDL,32,45,10.0,693.3,6933.0
2026091801015927,CITY,57,54,10.0,355.1,3551.0
2026091801015926,NBL,84,14,48.0,296.5,14232.0
2026091801015925,KBL,33,38,684.0,227.0,155268.0
2026091801015924,KBL,33,45,1000.0,227.0,227000.0
2026091801015923,KBL,33,60,799.0,227.0,181373.0
2026091801015922,KBL,33,25,30.0,227.0,6810.0
2026091801015921,KBL,33,41,100.0,227.0,22700.0
2026091801015920,KBL,33,83,1500.0,227.0,340500.0
2026091801015919,KBL,33,69,1000.0,227.0,227000.0
2026091801015918,KBL,33,1,100.0,227.0,22700.0
2026091801015917,KBL,33,51,120.0,227.0,27240.0
2026091801015916,KBL,33,58,250.0,227.0,56750.0
2026091801015915,KBL,33,38,40.0,227.0,9080.0
2026091801015914,KBL,33,49,180.0,227.0,40860.0
2026091801015913,KBL,33,33,503.0,227.0,114181.0
2026091801015912,KBL,33,45,200.0,227.0,45400.0
2026091801015911,KBL,33,74,300.0,227.0,68100.0
2026091801015910,KBL,33,28,300.0,227.0,68100.0
2026091801015909,KBL,33,62,30.0,226.9,6807.0
2026091801015908,KBL,33,62,20.0,226.9,4538.0
2026091801015907,KBL,33,8,400.0,226.9,90760.0
2026091801015906,KBL,33,49,119.0,226.9,27001.100000000002
2026091801015905,KBL,33,29,497.0,226.8,112719.6
2026091801015904,KBL,33,42,500.0,226.6,113300.0
2026091801015903,SANIMA,6,19,10.0,370.0,3700.0
