Transact No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026032904027944,CHL,45,3,137.0,310.1,42483.700000000004
2026032904027943,UPPER,16,48,33.0,225.0,7425.0
2026032904027942,UPPER,45,48,300.0,225.0,67500.0
2026032904027941,UPPER,49,48,430.0,225.0,96750.0
2026032904027940,UPPER,87,48,26.0,225.0,5850.0
2026032904027939,UPPER,57,48,1000.0,225.0,225000.0
2026032904027938,UPPER,16,48,100.0,225.0,22500.0
2026032904027937,UPPER,33,48,100.0,225.0,22500.0
2026032904027936,UPPER,58,48,120.0,225.0,27000.0
2026032904027935,UPPER,57,48,281.0,225.0,63225.0
2026032904027934,UPPER,58,48,110.0,225.1,24761.0
2026032904027933,LEC,47,58,35.0,251.2,8792.0
2026032904027932,LEC,58,58,500.0,251.3,125650.0
2026032904027931,BARUN,45,19,96.0,370.3,35548.8
2026032904027930,BARUN,39,19,200.0,370.4,74080.0
2026032904027929,RADHI,34,14,818.0,870.0,711660.0
2026032904027928,RADHI,49,14,117.0,870.0,101790.0
2026032904027927,RADHI,58,14,10.0,870.5,8705.0
2026032904027926,RADHI,49,14,55.0,871.0,47905.0
2026032904027925,UPCL,60,33,300.0,409.0,122700.0
2026032904027924,NHPC,75,54,50.0,315.0,15750.0
2026032904027923,HURJA,96,1,180.0,288.0,51840.0
2026032904027922,NHPC,75,59,400.0,315.0,126000.0
2026032904027921,NHPC,75,35,1500.0,315.0,472500.0
2026032904027920,NHPC,75,6,47.0,315.0,14805.0
2026032904027919,NHPC,75,28,1375.0,315.0,433125.0
2026032904027918,NHPC,75,41,100.0,315.0,31500.0
2026032904027917,NHPC,75,32,310.0,315.0,97650.0
2026032904027916,NHPC,75,22,650.0,315.0,204750.0
2026032904027915,NHPC,75,13,20.0,315.0,6300.0
2026032904027914,NHPC,75,51,229.0,315.0,72135.0
2026032904027913,API,69,35,10.0,353.5,3535.0
2026032904027912,NHPC,32,51,771.0,315.0,242865.0
2026032904027911,NHPC,32,42,100.0,315.0,31500.0
2026032904027910,NHPC,32,3,71.0,315.0,22365.0
2026032904027909,NHPC,32,45,58.0,314.0,18212.0
2026032904027908,UNHPL,20,49,100.0,534.5,53450.0
2026032904027907,RIDI,45,38,100.0,373.2,37320.0
2026032904027906,RHPL,41,48,100.0,305.2,30520.0
2026032904027905,PPCL,44,66,95.0,422.0,40090.0
2026032904027904,PPCL,41,66,200.0,422.0,84400.0
2026032904027903,PPCL,45,66,1737.0,422.0,733014.0
2026032904027902,PPCL,39,66,849.0,422.1,358362.9
2026032904027901,PPCL,57,66,100.0,422.2,42220.0
2026032904027900,PPCL,3,66,20.0,422.2,8444.0
2026032904027899,AHPC,45,16,200.0,306.0,61200.0
2026032904027898,PRIN,7,58,53.0,745.1,39490.3
2026032904027897,AKJCL,94,45,50.0,403.0,20150.0
2026032904027896,NHPC,34,45,32.0,314.0,10048.0
2026032904027895,NHPC,34,42,468.0,313.2,146577.6
2026032904027894,NIL,53,53,2.0,647.8,1295.6
2026032904027893,SJCL,10,52,630.0,340.7,214641.0
2026032904027892,SJCL,48,52,380.0,340.8,129504.0
2026032904027891,HPPL,40,50,30.0,399.9,11997.0
2026032904027890,UPPER,57,17,310.0,225.0,69750.0
2026032904027889,SSHL,39,32,500.0,235.3,117650.0
2026032904027888,AVYAN,60,58,192.0,1228.0,235776.0
2026032904027887,AVYAN,6,58,50.0,1228.5,61425.0
2026032904027886,AVYAN,18,58,58.0,1228.6,71258.79999999999
2026032904027885,SJCL,48,51,20.0,340.8,6816.0
2026032904027884,CGH,52,38,100.0,859.0,85900.0
2026032904027883,SJCL,48,74,100.0,340.8,34080.0
2026032904027882,IGI,38,49,60.0,467.1,28026.0
2026032904027881,IGI,50,49,10.0,470.0,4700.0
2026032904027880,UPPER,57,58,30.0,225.0,6750.0
2026032904027879,UPPER,57,35,10.0,225.0,2250.0
2026032904027878,SSHL,58,17,300.0,235.1,70530.0
2026032904027877,SSHL,25,17,350.0,235.1,82285.0
2026032904027876,SSHL,55,17,150.0,235.1,35265.0
2026032904027875,SSHL,44,17,200.0,235.2,47040.0
2026032904027874,SHEL,17,54,1.0,335.0,335.0
2026032904027873,JOSHI,26,57,140.0,308.1,43134.0
2026032904027872,JOSHI,26,57,50.0,309.0,15450.0
2026032904027871,SHEL,33,42,149.0,334.2,49795.799999999996
2026032904027870,NHPC,33,42,300.0,313.2,93960.0
2026032904027869,SPIL,49,36,350.0,734.0,256900.0
2026032904027868,NGPL,4,17,4900.0,475.1,2327990.0
2026032904027867,NGPL,40,17,100.0,475.2,47520.0
2026032904027866,NHPC,81,42,100.0,313.2,31320.0
2026032904027865,NGPL,49,4,20.0,475.3,9506.0
2026032904027864,RIDI,58,39,10.0,373.1,3731.0
2026032904027863,RIDI,58,41,37.0,373.1,13804.7
2026032904027862,SSHL,39,57,10.0,235.3,2353.0
2026032904027861,HDHPC,53,38,175.0,242.8,42490.0
2026032904027860,HDHPC,53,50,90.0,242.8,21852.0
2026032904027859,RHPL,5,48,125.0,305.2,38150.0
2026032904027858,CHL,45,40,164.0,310.1,50856.4
2026032904027857,NHPC,54,42,132.0,313.2,41342.4
2026032904027856,NHPC,54,48,68.0,313.2,21297.6
2026032903011274,MNBBL,52,45,50.0,389.2,19460.0
2026032903011273,WNLB,58,42,60.0,1630.0,97800.0
2026032903011272,SFCL,38,49,12.0,422.9,5074.799999999999
2026032903011271,LBBL,10,57,300.0,508.8,152640.0
2026032903011270,ICFC,22,42,50.0,660.0,33000.0
2026032903011269,ICFC,39,42,50.0,660.0,33000.0
2026032903011268,ICFC,16,67,30.0,663.0,19890.0
2026032903011267,SADBL,34,59,130.0,442.0,57460.0
2026032903011266,SADBL,34,21,458.0,442.0,202436.0
2026032903011265,MERO,54,22,10.0,775.0,7750.0
2026032903011264,MERO,74,22,125.0,775.1,96887.5
2026032903011263,SHINE,44,58,172.0,428.0,73616.0
2026032903011262,SHINE,42,58,34.0,428.0,14552.0
2026032903011261,MDB,16,7,100.0,638.0,63800.0
2026032903011260,MDB,16,39,100.0,637.0,63700.0
2026032903011259,MDB,16,48,300.0,637.0,191100.0
2026032903011258,MDB,16,45,180.0,636.0,114480.0
2026032903011257,MNBBL,21,45,10.0,389.2,3892.0
2026032903011256,ALICL,69,49,10.0,478.0,4780.0
2026032903011255,LICN,56,39,10.0,857.8,8578.0
2026032903011254,SWBBL,48,91,31.0,772.6,23950.600000000002
2026032903011253,SWBBL,51,91,11.0,772.6,8498.6
2026032903011252,SMFBS,62,89,100.0,1699.0,169900.0
2026032903011251,MNBBL,44,45,91.0,389.2,35417.2
2026032903011250,KSBBL,54,84,500.0,490.0,245000.0
2026032903011249,ALBSL,38,38,16.0,1246.0,19936.0
2026032903011248,ALBSL,32,38,10.0,1246.2,12462.0
2026032903011247,ALBSL,50,38,22.0,1246.4,27420.800000000003
2026032903011246,MNBBL,44,49,127.0,389.2,49428.4
2026032903011245,CBBL,34,35,935.0,946.0,884510.0
2026032903011244,CBBL,34,26,225.0,945.9,212827.5
2026032903011243,CBBL,34,26,40.0,945.8,37832.0
2026032903011242,MDB,42,56,40.0,635.0,25400.0
2026032903011241,MDB,37,56,190.0,635.2,120688.00000000001
2026032903011240,SINDU,58,10,100.0,811.4,81140.0
2026032903011239,SHINE,42,35,118.0,428.0,50504.0
2026032903011238,ALBSL,50,58,10.0,1246.4,12464.0
2026032903011237,ALBSL,50,58,20.0,1246.5,24930.0
2026032903011236,SADBL,36,28,100.0,441.2,44120.0
2026032903011235,SADBL,65,28,400.0,441.2,176480.0
2026032903011234,JBBL,58,36,555.0,373.1,207070.5
2026032903011233,JBBL,26,36,450.0,373.2,167940.0
2026032903011232,HLI,7,58,1.0,380.0,380.0
2026032903011231,MLBSL,57,34,70.0,1958.0,137060.0
2026032903011230,MFIL,35,44,30.0,840.0,25200.0
2026032903011229,MFIL,35,33,130.0,840.0,109200.0
2026032903011228,MFIL,35,42,40.0,834.0,33360.0
2026032903011227,BFC,22,21,10.0,493.0,4930.0
2026032903011226,CBBL,26,26,100.0,945.6,94560.0
2026032903011225,FOWAD,33,22,11.0,1105.0,12155.0
2026032902000020,RLEL,96,35,10.0,330.0,3300.0
2026032901072545,GSY,10,48,100.0,10.0,1000.0
2026032901072544,SOHL,41,35,10.0,723.0,7230.0
2026032901072543,SABBL,46,58,10.0,1619.0,16190.0
2026032901072542,SOHL,41,49,10.0,723.0,7230.0
2026032901072541,LSL,34,74,425.0,227.7,96772.5
2026032901072540,SOHL,58,11,10.0,723.1,7231.0
2026032901072539,SOHL,58,58,10.0,723.1,7231.0
2026032901072538,SABBL,46,58,10.0,1619.0,16190.0
2026032901072537,SOHL,58,45,10.0,723.1,7231.0
2026032901072536,SOHL,58,65,10.0,723.1,7231.0
2026032901072535,SOHL,58,77,10.0,723.1,7231.0
2026032901072534,SOHL,58,3,10.0,723.1,7231.0
2026032901072533,SOHL,41,38,10.0,723.0,7230.0
2026032901072532,SOHL,41,58,10.0,723.0,7230.0
2026032901072531,KBL,58,17,134.0,231.5,31021.0
2026032901072530,KBL,58,17,200.0,231.5,46300.0
2026032901072529,KBL,58,17,300.0,231.5,69450.0
2026032901072528,KBL,35,17,380.0,231.7,88046.0
2026032901072527,KBL,87,17,10.0,231.8,2318.0
2026032901072526,KBL,32,17,51.0,231.8,11821.800000000001
2026032901072525,KBL,17,17,50.0,231.9,11595.0
2026032901072524,KBL,32,17,220.0,231.9,51018.0
2026032901072523,KBL,44,17,500.0,232.0,116000.0
2026032901072522,KBL,6,17,2000.0,232.0,464000.0
2026032901072521,KBL,16,17,300.0,232.0,69600.0
2026032901072520,KBL,36,17,100.0,232.0,23200.0
2026032901072519,KBL,45,17,200.0,232.0,46400.0
2026032901072518,KBL,58,17,150.0,232.0,34800.0
2026032901072517,KBL,58,17,50.0,232.0,11600.0
2026032901072516,KBL,58,17,355.0,232.0,82360.0
2026032901072515,SOHL,41,49,10.0,723.0,7230.0
2026032901072514,TTL,17,74,73.0,942.0,68766.0
2026032901072513,TTL,48,74,215.0,942.0,202530.0
2026032901072512,TTL,53,74,199.0,942.1,187477.9
2026032901072511,TTL,26,74,20.0,942.3,18846.0
2026032901072510,SABBL,46,45,10.0,1619.0,16190.0
2026032901072509,SABBL,46,42,10.0,1619.0,16190.0
2026032901072508,SOHL,41,59,10.0,723.0,7230.0
2026032901072507,SOHL,41,40,10.0,723.0,7230.0
2026032901072506,SOHL,41,58,10.0,723.0,7230.0
2026032901072505,SOHL,41,58,10.0,723.0,7230.0
2026032901072504,SABBL,14,58,10.0,1619.0,16190.0
2026032901072503,SOHL,41,49,10.0,723.0,7230.0
2026032901072502,SOHL,41,6,10.0,723.0,7230.0
2026032901072501,NABIL,63,57,235.0,538.2,126477.00000000001
2026032901072500,SAIL,49,34,10.0,1333.0,13330.0
2026032901072499,HBL,44,41,10.0,220.2,2202.0
2026032901072498,SOHL,41,49,10.0,723.0,7230.0
2026032901072497,BUNGAL,39,74,280.0,656.0,183680.0
2026032901072496,SOHL,62,49,10.0,723.0,7230.0
2026032901072495,SOHL,62,74,10.0,723.0,7230.0
2026032901072494,SAIL,49,45,10.0,1333.0,13330.0
2026032901072493,HIDCLP,38,49,369.0,220.0,81180.0
2026032901072492,HIDCLP,32,49,531.0,220.0,116820.0
2026032901072491,HIDCLP,36,49,100.0,220.1,22010.0
2026032901072490,SOHL,62,45,10.0,723.0,7230.0
2026032901072489,SOHL,62,3,10.0,723.0,7230.0
2026032901072488,SOHL,62,49,10.0,723.0,7230.0
2026032901072487,PRVU,62,51,62.0,215.5,13361.0
2026032901072486,PRVU,62,54,337.0,215.4,72589.8
2026032901072485,NIMB,58,22,150.0,216.2,32430.0
2026032901072484,NIMB,58,35,50.0,216.2,10810.0
2026032901072483,NIMB,58,37,220.0,216.2,47564.0
2026032901072482,SRLI,49,58,12.0,409.0,4908.0
2026032901072481,SABBL,45,22,10.0,1618.2,16182.0
2026032901072480,SOHL,58,42,5.0,723.3,3616.5
2026032901072479,SOHL,79,49,10.0,723.0,7230.0
2026032901072478,SOHL,79,8,10.0,723.0,7230.0
2026032901072477,SOHL,79,3,10.0,723.0,7230.0
2026032901072476,SNLI,51,49,2.0,478.0,956.0
2026032901072475,SNLI,51,32,11.0,478.0,5258.0
2026032901072474,SOHL,79,40,10.0,723.0,7230.0
2026032901072473,SABBL,45,35,10.0,1618.2,16182.0
2026032901072472,KBL,58,40,145.0,232.0,33640.0
2026032901072471,KBL,13,40,1000.0,232.0,232000.0
2026032901072470,KBL,42,40,22.0,232.0,5104.0
2026032901072469,KBL,17,40,25.0,232.0,5800.0
2026032901072468,KBL,43,40,400.0,232.0,92800.0
2026032901072467,KBL,47,40,100.0,232.0,23200.0
2026032901072466,KBL,14,40,20.0,232.0,4640.0
2026032901072465,KBL,48,40,50.0,232.0,11600.0
2026032901072464,KBL,8,40,50.0,232.0,11600.0
2026032901072463,KBL,40,40,500.0,232.0,116000.0
2026032901072462,KBL,28,40,280.0,232.0,64960.0
2026032901072461,KBL,47,40,208.0,232.0,48256.0
2026032901072460,SOHL,79,48,10.0,723.0,7230.0
2026032901072459,SOHL,58,17,10.0,723.0,7230.0
2026032901072458,SOHL,49,57,10.0,723.0,7230.0
2026032901072457,SOHL,49,45,10.0,723.0,7230.0
2026032901072456,NABIL,63,16,200.0,538.2,107640.00000000001
2026032901072455,SABBL,1,58,10.0,1619.0,16190.0
2026032901072454,SOHL,49,38,10.0,723.0,7230.0
2026032901072453,SOHL,49,45,10.0,723.0,7230.0
2026032901072452,SOHL,62,35,10.0,723.1,7231.0
2026032901072451,SOHL,62,91,10.0,723.1,7231.0
2026032901072450,SOHL,62,49,10.0,723.1,7231.0
2026032901072449,SOHL,62,42,10.0,723.1,7231.0
2026032901072448,SOHL,62,4,10.0,723.1,7231.0
2026032901072447,SOHL,62,35,10.0,723.1,7231.0
2026032901072446,SOHL,62,49,10.0,723.1,7231.0
2026032901072445,SOHL,62,63,10.0,723.1,7231.0
2026032901072444,SOHL,62,42,10.0,723.1,7231.0
2026032901072443,SOHL,62,48,10.0,723.1,7231.0
2026032901072442,SOHL,49,89,10.0,723.0,7230.0
2026032901072441,SOHL,49,34,10.0,723.0,7230.0
2026032901072440,NICA,38,58,50.0,388.0,19400.0
2026032901072439,SOHL,49,38,10.0,723.0,7230.0
2026032901072438,NABIL,34,42,1985.0,539.0,1069915.0
2026032901072437,NABIL,34,59,800.0,539.0,431200.0
2026032901072436,NABIL,34,42,10.0,539.0,5390.0
2026032901072435,NABIL,34,45,10.0,539.0,5390.0
2026032901072434,NABIL,34,50,135.0,539.0,72765.0
2026032901072433,NABIL,34,38,60.0,539.0,32340.0
2026032901072432,SABBL,45,34,40.0,1618.2,64728.0
2026032901072431,SOHL,49,58,10.0,723.0,7230.0
2026032901072430,SOHL,49,57,10.0,723.0,7230.0
2026032901072429,KBL,47,17,292.0,232.0,67744.0
2026032901072428,KBL,25,17,500.0,232.0,116000.0
2026032901072427,KBL,57,17,700.0,232.0,162400.0
2026032901072426,KBL,26,17,50.0,232.0,11600.0
2026032901072425,KBL,80,17,1000.0,232.0,232000.0
2026032901072424,KBL,62,17,600.0,232.0,139200.0
2026032901072423,KBL,74,17,500.0,232.0,116000.0
2026032901072422,KBL,58,17,80.0,232.0,18560.0
2026032901072421,KBL,47,17,150.0,232.0,34800.0
2026032901072420,KBL,45,17,20.0,232.0,4640.0
2026032901072419,KBL,33,17,500.0,232.0,116000.0
2026032901072418,KBL,50,17,608.0,232.0,141056.0
2026032901072417,SOHL,49,49,10.0,723.0,7230.0
2026032901072416,SABBL,45,58,10.0,1618.2,16182.0
2026032901072415,BANDIPUR,34,22,10.0,945.0,9450.0
2026032901072414,SOHL,8,49,10.0,723.0,7230.0
2026032901072413,SOHL,50,1,10.0,723.0,7230.0
2026032901072412,SOHL,58,56,10.0,723.0,7230.0
2026032901072411,SOHL,56,58,10.0,723.0,7230.0
2026032901072410,HBL,44,49,10.0,220.2,2202.0
2026032901072409,SOHL,66,57,10.0,723.0,7230.0
2026032901072408,SOHL,55,26,10.0,723.0,7230.0
2026032901072407,HBL,42,58,80.0,221.0,17680.0
2026032901072406,HBL,42,55,10.0,221.0,2210.0
2026032901072405,HBL,42,46,10.0,221.0,2210.0
2026032901072404,NMB,25,48,51.0,258.1,13163.1
2026032901072403,NMB,49,48,49.0,258.1,12646.900000000001
2026032901072402,KBL,50,57,186.0,232.0,43152.0
2026032901072401,SOHL,37,22,10.0,723.0,7230.0
2026032901072400,SOHL,37,7,10.0,723.0,7230.0
2026032901072399,SYPNL,49,14,458.0,1950.0,893100.0
2026032901072398,SYPNL,49,38,10.0,1950.0,19500.0
2026032901072397,SYPNL,49,49,10.0,1950.0,19500.0
2026032901072396,SYPNL,49,58,10.0,1950.0,19500.0
2026032901072395,SYPNL,49,58,10.0,1950.0,19500.0
2026032901072394,SYPNL,49,35,10.0,1950.0,19500.0
2026032901072393,SYPNL,49,38,10.0,1950.0,19500.0
2026032901072392,SYPNL,49,49,10.0,1950.0,19500.0
2026032901072391,SYPNL,49,58,10.0,1950.0,19500.0
2026032901072390,SYPNL,49,48,11.0,1950.0,21450.0
2026032901072389,SYPNL,49,42,80.0,1950.0,156000.0
2026032901072388,SYPNL,49,58,10.0,1950.0,19500.0
2026032901072387,SYPNL,49,59,70.0,1950.0,136500.0
2026032901072386,SYPNL,49,36,41.0,1950.0,79950.0
2026032901072385,SYPNL,49,45,100.0,1950.0,195000.0
2026032901072384,SYPNL,49,58,10.0,1950.0,19500.0
2026032901072383,SYPNL,49,58,140.0,1950.0,273000.0
2026032901072382,SABBL,21,42,10.0,1619.0,16190.0
2026032901072381,NABIL,63,45,65.0,538.2,34983.0
2026032901072380,NABIL,29,45,235.0,538.2,126477.00000000001
2026032901072379,SOHL,37,49,10.0,723.0,7230.0
2026032901072378,GBIME,76,57,10.0,249.4,2494.0
2026032901072377,TTL,48,42,70.0,942.8,65996.0
2026032901072376,SOHL,37,25,10.0,723.0,7230.0
2026032901072375,SYPNL,77,58,10.0,1950.0,19500.0
2026032901072374,SOHL,58,34,10.0,723.1,7231.0
2026032901072373,SOHL,58,58,10.0,723.1,7231.0
2026032901072372,SOHL,58,52,10.0,723.1,7231.0
2026032901072371,SOHL,37,49,10.0,723.0,7230.0
2026032901072370,GMLI,49,55,10.0,1737.0,17370.0
2026032901072369,SOHL,37,45,10.0,723.0,7230.0
2026032901072368,SOHL,37,38,10.0,723.0,7230.0
2026032901072367,SOHL,37,45,10.0,723.0,7230.0
2026032901072366,SOHL,37,58,10.0,723.0,7230.0
2026032901072365,SAIL,49,49,14.0,1333.0,18662.0
2026032901072364,SAIL,58,49,50.0,1333.0,66650.0
2026032901072363,SAIL,47,49,16.0,1333.0,21328.0
2026032901072362,BANDIPUR,34,45,20.0,945.0,18900.0
2026032901072361,SABBL,45,35,10.0,1618.2,16182.0
2026032901072360,SABBL,45,49,10.0,1618.2,16182.0
2026032901072359,SOHL,37,38,10.0,723.0,7230.0
2026032901072358,PRVU,51,34,1000.0,215.1,215100.0
2026032901072357,SOHL,37,22,10.0,723.0,7230.0
2026032901072356,SOHL,37,52,20.0,723.0,14460.0
2026032901072355,SYPNL,99,62,120.0,1949.0,233880.0
2026032901072354,SYPNL,34,62,80.0,1949.1,155928.0
2026032901072353,SABBL,45,49,10.0,1618.2,16182.0
2026032901072352,NMB,76,13,10.0,258.8,2588.0
2026032901072351,SOHL,37,58,10.0,723.0,7230.0
2026032901072350,SABBL,45,35,10.0,1618.2,16182.0
2026032901072349,SOHL,37,57,10.0,723.0,7230.0
2026032901072348,SOHL,37,58,10.0,723.0,7230.0
2026032901072347,NIMB,58,37,20.0,216.2,4324.0
2026032901072346,SYPNL,77,58,10.0,1950.0,19500.0
2026032901072345,KBL,50,17,1206.0,232.0,279792.0
2026032901072344,KBL,58,17,50.0,232.0,11600.0
2026032901072343,KBL,8,17,50.0,232.0,11600.0
2026032901072342,KBL,36,17,2000.0,232.0,464000.0
2026032901072341,KBL,57,17,1000.0,232.0,232000.0
2026032901072340,KBL,48,17,100.0,232.0,23200.0
2026032901072339,KBL,19,17,100.0,232.0,23200.0
2026032901072338,KBL,7,17,150.0,232.0,34800.0
2026032901072337,KBL,36,17,344.0,232.1,79842.4
2026032901072336,PRVU,51,94,100.0,215.1,21510.0
2026032901072335,PRVU,13,94,50.0,215.1,10755.0
2026032901072334,PRVU,32,94,50.0,215.1,10755.0
2026032901072333,KBL,36,49,156.0,232.1,36207.6
2026032901072332,KBL,85,49,180.0,232.1,41778.0
2026032901072331,SOHL,37,68,10.0,723.0,7230.0
2026032901072330,KBL,32,32,83.0,233.0,19339.0
2026032901072329,KBL,32,39,10.0,233.0,2330.0
2026032901072328,KBL,32,54,500.0,233.0,116500.0
2026032901072327,KBL,32,38,407.0,233.0,94831.0
2026032901072326,SOHL,37,58,20.0,723.0,14460.0
2026032901072325,NBL,58,35,200.0,280.7,56140.0
2026032901072324,SOHL,37,26,10.0,723.0,7230.0
2026032901072323,SOHL,37,48,10.0,723.0,7230.0
2026032901072322,SOHL,37,94,10.0,723.0,7230.0
2026032901072321,SOHL,37,44,10.0,723.0,7230.0
2026032901072320,SOHL,37,4,10.0,723.0,7230.0
2026032901072319,SOHL,37,58,10.0,723.0,7230.0
2026032901072318,SOHL,37,22,10.0,723.0,7230.0
2026032901072317,SOHL,37,21,10.0,723.0,7230.0
2026032901072316,SOHL,37,45,10.0,723.0,7230.0
2026032901072315,SOHL,37,40,10.0,723.0,7230.0
2026032901072314,SOHL,37,65,10.0,723.0,7230.0
2026032901072313,SOHL,37,58,10.0,723.0,7230.0
2026032901072312,SOHL,37,38,10.0,723.0,7230.0
2026032901072311,SOHL,37,58,10.0,723.0,7230.0
2026032901072310,KBL,49,1,1000.0,232.1,232100.0
2026032901072309,EBL,34,42,27.0,705.5,19048.5
2026032901072308,SOHL,37,45,10.0,723.0,7230.0
2026032901072307,BANDIPUR,34,26,10.0,945.0,9450.0
2026032901072306,SOHL,37,7,10.0,723.0,7230.0
2026032905023284,SONA,33,58,19.0,468.5,8901.5
2026032905023283,SONA,59,58,20.0,468.5,9370.0
2026032905023282,BGWT,47,38,10.0,759.0,7590.0
2026032905023281,HDL,35,57,12.0,1200.0,14400.0
2026032905023280,HRL,45,52,10.0,858.0,8580.0
2026032905023279,HRL,45,49,300.0,858.0,257400.0
2026032905023278,HRL,45,56,200.0,858.0,171600.0
2026032905023277,HRL,45,49,15.0,857.5,12862.5
2026032905023276,TAMOR,4,21,150.0,455.4,68310.0
2026032905023275,TAMOR,4,21,100.0,455.9,45590.0
2026032905023274,HRL,45,47,10.0,857.3,8573.0
2026032905023273,PHCL,3,7,100.0,333.2,33320.0
2026032905023272,PHCL,3,17,220.0,333.2,73304.0
2026032905023271,NTC,1,57,10.0,895.1,8951.0
2026032905023270,RNLI,57,58,12.0,479.7,5756.4
2026032905023269,NYADI,17,49,30.0,435.0,13050.0
2026032905023268,NYADI,7,49,160.0,435.0,69600.0
2026032905023267,HRL,67,49,10.0,857.5,8575.0
2026032905023266,ILI,38,42,2.0,453.0,906.0
2026032905023265,RFPL,19,20,486.0,415.2,201787.19999999998
2026032905023264,RFPL,92,20,500.0,415.4,207700.0
2026032905023263,RFPL,92,20,14.0,415.4,5815.599999999999
2026032905023262,HRL,45,49,11.0,857.3,9430.3
2026032905023261,HRL,62,49,50.0,857.3,42865.0
2026032905023260,HRL,16,49,15.0,857.4,12861.0
2026032905023259,NIFRA,48,77,11.0,280.6,3086.6000000000004
2026032905023258,SHIVM,82,42,175.0,695.3,121677.49999999999
2026032905023257,SHIVM,60,42,125.0,695.4,86925.0
2026032905023256,HDL,35,84,415.0,1200.0,498000.0
2026032905023255,HDL,35,84,82.0,1200.0,98400.0
2026032905023254,GCIL,11,47,10.0,453.9,4539.0
2026032905023253,BHL,57,28,100.0,238.1,23810.0
2026032905023252,HRL,34,49,100.0,857.5,85750.0
2026032905023251,SAHAS,43,91,48.0,625.0,30000.0
2026032905023250,TPC,13,58,200.0,400.0,80000.0
2026032905023249,TPC,58,58,500.0,400.1,200050.0
2026032905023248,SHIVM,60,41,75.0,695.4,52155.0
2026032905023247,NIFRA,48,35,54.0,280.6,15152.400000000001
2026032905023246,BGWT,6,62,10.0,755.6,7556.0
2026032905023245,SAHAS,75,91,15.0,625.0,9375.0
2026032905023244,CIT,55,41,21.0,1849.0,38829.0
2026032905023243,BHL,57,58,103.0,238.1,24524.3
2026032905023242,BHL,57,38,484.0,238.1,115240.4
2026032905023241,BHL,13,38,1516.0,238.1,360959.6
2026032905023240,HATHY,41,38,2.0,925.0,1850.0
2026032905023239,SMHL,53,42,200.0,535.1,107020.0
2026032905023238,SGHC,38,58,130.0,440.0,57200.0
2026032905023237,SGHC,38,58,10.0,440.0,4400.0
2026032905023236,SGHC,38,58,10.0,440.0,4400.0
2026032905023235,SGHC,38,58,200.0,440.0,88000.0
2026032905023234,SHIVM,82,58,200.0,695.3,139060.0
2026032905023233,SHIVM,50,58,50.0,695.3,34765.0
2026032905023232,BGWT,68,47,10.0,760.0,7600.0
2026032905023231,SHIVM,42,41,25.0,695.4,17385.0
2026032905023230,HDL,35,17,118.0,1200.0,141600.0
2026032905023229,HDL,44,17,49.0,1200.0,58800.0
2026032905023228,HDL,8,17,300.0,1200.1,360030.0
2026032905023227,HDL,36,17,23.0,1200.1,27602.3
2026032905023226,HDL,69,17,300.0,1200.1,360030.0
2026032905023225,HDL,34,17,33.0,1200.1,39603.299999999996
2026032905023224,HDL,69,17,177.0,1200.1,212417.69999999998
2026032905023223,NRN,16,65,18.0,1638.0,29484.0
2026032905023222,NTC,25,35,12.0,895.8,10749.599999999999
2026032905023221,HDL,43,58,50.0,1201.9,60095.00000000001
2026032905023220,PHCL,34,17,780.0,333.2,259896.0
2026032905023219,PPL,71,58,200.0,394.8,78960.0
2026032905023218,NRIC,32,49,68.0,1245.1,84666.79999999999
2026032905023217,NIFRA,48,41,350.0,280.6,98210.00000000001
2026032905023216,ULHC,22,45,10.0,535.0,5350.0
2026032905023215,HDL,39,58,50.0,1201.9,60095.00000000001
2026032905023214,HDL,69,57,23.0,1200.1,27602.3
2026032905023213,HDL,11,57,18.0,1200.1,21601.8
2026032905023212,HDL,6,57,20.0,1200.6,24012.0
2026032905023211,HDL,48,57,20.0,1200.6,24012.0
2026032905023210,HDL,41,57,20.0,1201.0,24020.0
2026032905023209,HDL,49,57,39.0,1201.0,46839.0
2026032905023208,GCIL,42,34,116.0,454.1,52675.600000000006
2026032905023207,GCIL,57,34,20.0,454.2,9084.0
2026032905023206,CLI,48,4,13.0,484.0,6292.0
2026032905023205,SONA,59,58,20.0,468.5,9370.0
2026032905023204,SONA,59,58,10.0,468.5,4685.0
2026032905023203,SONA,59,52,650.0,468.5,304525.0
2026032905023202,BHL,13,39,55.0,238.1,13095.5
2026032905023201,BHL,21,39,20.0,238.2,4764.0
2026032905023200,BHL,36,42,140.0,238.5,33390.0
2026032905023199,HRL,16,57,500.0,857.4,428700.0
2026032905023198,BGWT,45,62,49.0,757.1,37097.9
2026032905023197,BGWT,32,62,81.0,759.0,61479.0
2026032905023196,DORDI,42,36,200.0,299.0,59800.0
2026032905023195,DORDI,34,36,358.0,299.0,107042.0
2026032905023194,DORDI,59,36,100.0,299.1,29910.000000000004
2026032905023193,DORDI,35,36,960.0,299.1,287136.0
2026032905023192,DORDI,49,36,10.0,299.2,2992.0
2026032905023191,DORDI,42,36,1000.0,299.2,299200.0
2026032905023190,TAMOR,43,81,100.0,456.0,45600.0
2026032905023189,TAMOR,34,81,140.0,456.0,63840.0
2026032905023188,SONA,7,57,10.0,468.4,4684.0
2026032905023187,SAHAS,75,36,1352.0,625.0,845000.0
